Воин_ИД,Название,Длительность
75391,General Counter-Spell,5
75391,Peskipiksi Pesternomi,3
75396,Vera Verto,3
75398,Peskipiksi Pesternomi,0
75402,Expulso Curse,1
75407,Revelio Charm,2
75407,Incarcerous Spell,3
75407,Snake-Vanishing Spell,0
75409,Dissendium,3
75409,Lumos Solem Spell,1
75409,Exploding Charm,2
75410,Memory Charm,3
75410,Fire-Making Spell,1
75410,Leg-Locker Curse,3
75411,Summoning Charm,4
75413,Blasting Curse,3
75413,Patronus Charm,2
75413,Stunning Spell,3
75420,Brackium Emendo,3
75422,Mending Charm,0
75422,Slowing Charm,2
75423,Launch an object up into the air,4
75423,Brackium Emendo,0
75423,General Counter-Spell,1
75427,Tickling Charm,2
75427,Engorgement Charm,3
75432,Full Body-Bind Curse,3
75432,Launch an object up into the air,4
75445,Leg-Locker Curse,3
75446,Fire-Making Spell,2
75446,General Counter-Spell,5
75461,Impediment Jinx,2
75462,Revelio Charm,4
75463,Boggart-Banishing Spell,2
75463,Episkey,5
75480,Oppugno Jinx,0
75488,Brackium Emendo,3
75491,Patronus Charm,2
75491,Killing Curse,5
75491,Oculus Reparo,3
75493,Shrinking Charm,2
75493,Expulso Curse,0
75493,Fire-Making Spell,5
75494,Vera Verto,1
75500,Repello Inimicum,1
75500,Spider repelling spell,1
75500,Cistem Aperio,4
75506,Killing Curse,5
75506,Spider repelling spell,3
75507,Launch an object up into the air,3
75512,Blasting Curse,3
75512,Imperius Curse,4
75514,Protego Maxima,4
75541,Severing Charm,0
75541,Oculus Reparo,1
75541,Shield Charm,3
75560,Locking Spell,5
75560,Portus,2
75563,Salvio hexia,0
75573,Lumos Maxima,1
75577,Muggle-Repelling Charm,4
75578,Severing Charm,4
75578,Levicorpus,5
75578,Wand-Extinguishing Charm,3
75585,Muggle-Repelling Charm,3
75592,Severing Charm,5
75592,General Counter-Spell,0
75592,Repello Inimicum,4
75594,General Counter-Spell,3
75600,Protego totalum,3
75600,Engorgement Charm,1
75600,Blasting Curse,3
75601,Tickling Charm,5
75601,Launch an object up into the air,5
75602,Engorgement Charm,1
75602,Severing Charm,2
75602,Human Presence Revealing Spell,4
75604,Sectumsempra,1
75604,Peskipiksi Pesternomi,5
75604,Oppugno Jinx,3
75614,Fire-Making Spell,2
75615,Piertotum Locomotor,0
75615,Leg-Locker Curse,2
75615,Memory Charm,3
75630,Repello Inimicum,5
75630,Patronus Charm,0
75639,Severing Charm,2
75639,Lumos Solem Spell,1
75642,Human Presence Revealing Spell,2
75642,Memory Charm,5
75654,Killing Curse,5
75654,Wand-Extinguishing Charm,3
75655,Cruciatus Curse,3
75655,Patronus Charm,4
75655,Vera Verto,2
75659,Snake-Vanishing Spell,4
75659,Reverse Spell,2
75663,Patronus Charm,0
75663,Freezing Charm,2
75663,Blasting Curse,3
75667,Stunning Spell,4
75667,Water-Making Spell,4
75675,Repello Inimicum,3
75678,Sectumsempra,0
75679,Locking Spell,5
75679,Killing Curse,0
75681,Dissendium,3
75685,Severing Charm,2
75685,Incarcerous Spell,3
75687,Repello Inimicum,3
75690,Repello Inimicum,3
75695,Leg-Locker Curse,4
75695,Wand-Extinguishing Charm,2
75696,Stunning Spell,3
75699,Shrinking Charm,3
75699,Lumos Maxima,3
75705,Locomotion Charm,4
75705,Launch an object up into the air,0
75715,Impediment Jinx,1
75731,Shield Charm,1
75738,Snake Summons Spell,1
75745,Exploding Charm,3
75745,Cistem Aperio,0
75745,Revelio Charm,4
75749,Sectumsempra,5
75749,Expulso Curse,2
75768,Memory Charm,5
75771,Shrinking Charm,0
75771,Levitation Charm,0
75777,Cistem Aperio,5
75777,Fire-Making Spell,4
75777,Human Presence Revealing Spell,3
75782,Revelio Charm,0
75792,Portus,4
75792,Incarcerous Spell,4
75792,Killing Curse,3
75793,Episkey,3
75793,Water-Making Spell,5
75797,Snake Summons Spell,0
75797,Wand-Extinguishing Charm,4
75797,Muggle-Repelling Charm,0
75818,Peskipiksi Pesternomi,2
75822,Portus,5
75822,Patronus Charm,1
75822,Sectumsempra,4
75831,Muffliato Charm,3
75831,Tickling Charm,3
75831,General Counter-Spell,3
75832,Stunning Spell,2
75840,Reverse Spell,5
75840,Severing Charm,5
75848,Lumos Maxima,4
75852,Memory Charm,1
75852,Unlocking Charm,5
75852,Engorgement Charm,0
75855,Freezing Charm,4
75855,Piertotum Locomotor,4
75857,Full Body-Bind Curse,5
75857,Fire-Making Spell,0
75860,Snake-Vanishing Spell,2
75860,Disarming Charm,2
75866,Human Presence Revealing Spell,5
75866,Revelio Charm,2
75866,Oculus Reparo,3
75868,Launch an object up into the air,3
75868,Incarcerous Spell,4
75868,Vera Verto,5
75871,Cistem Aperio,3
75885,Killing Curse,5
75885,Dissendium,2
75893,Launch an object up into the air,2
75893,Reverse Spell,2
75903,Unlocking Charm,3
75903,Mending Charm,5
75903,Reverse Spell,0
75906,Tickling Charm,0
75906,Repello Inimicum,4
75906,General Counter-Spell,0
75918,Spider repelling spell,5
75918,Killing Curse,5
75920,Sectumsempra,1
75920,Stunning Spell,3
75920,Disarming Charm,4
75922,Impediment Jinx,5
75927,Protego totalum,4
75932,Wand-Extinguishing Charm,3
75934,Fire-Making Spell,2
75934,Cistem Aperio,5
75934,Muggle-Repelling Charm,4
75936,Water-Making Spell,5
75936,Brackium Emendo,0
75938,Full Body-Bind Curse,3
75938,Levicorpus,5
75941,Severing Charm,1
75941,Vera Verto,5
75942,Exploding Charm,5
75942,Locking Spell,4
75950,Salvio hexia,2
75963,Lumos Solem Spell,1
75963,Freezing Charm,0
75963,Exploding Charm,4
75966,Fire-Making Spell,3
75966,Revulsion Jinx,1
75968,Expulso Curse,4
75968,Piertotum Locomotor,3
75971,Muffliato Charm,2
75971,Stunning Spell,0
75973,Locomotion Charm,2
75973,Stunning Spell,3
75973,Leg-Locker Curse,1
75975,Unlocking Charm,1
75975,Oculus Reparo,3
75975,Wand-Extinguishing Charm,5
75977,Wand-Extinguishing Charm,0
75977,Oppugno Jinx,3
75987,Human Presence Revealing Spell,5
75987,Unlocking Charm,2
75994,Disarming Charm,4
75994,Portus,4
75995,Leg-Locker Curse,4
75995,Portus,5
75995,Freezing Charm,1
75998,Sectumsempra,0
75998,Piertotum Locomotor,3
75998,Blasting Curse,4
76003,Wand-Extinguishing Charm,4
76003,Brackium Emendo,2
76003,Snake Summons Spell,2
76005,Salvio hexia,1
76005,Muggle-Repelling Charm,1
76005,Oculus Reparo,5
76014,Revelio Charm,4
76014,Piertotum Locomotor,3
76022,Revulsion Jinx,4
76024,Revulsion Jinx,5
76026,Launch an object up into the air,1
76026,Imperius Curse,2
76028,Levitation Charm,4
76028,Mending Charm,2
76030,Slowing Charm,4
76030,Revelio Charm,4
76030,Launch an object up into the air,3
76031,Disarming Charm,3
76031,Slowing Charm,3
76031,Lumos Maxima,3
76032,Freezing Charm,1
76032,Boggart-Banishing Spell,3
76032,Brackium Emendo,1
76034,Dissendium,5
76034,Cruciatus Curse,5
76046,Locomotion Charm,5
76047,Engorgement Charm,4
76047,Revelio Charm,1
76049,Killing Curse,2
76062,Shrinking Charm,3
76062,Boggart-Banishing Spell,5
76068,Repello Inimicum,0
76068,Tickling Charm,5
76068,Incarcerous Spell,5
76069,Slowing Charm,5
76069,Vera Verto,1
76071,Wand-Lighting Charm,4
76071,Memory Charm,2
76071,Levitation Charm,1
76073,Unlocking Charm,4
76073,General Counter-Spell,0
76089,Wand-Extinguishing Charm,2
76089,Slowing Charm,1
76090,Peskipiksi Pesternomi,1
76090,Muggle-Repelling Charm,0
76090,Oculus Reparo,0
76091,Oppugno Jinx,3
76091,Launch an object up into the air,1
76100,Boggart-Banishing Spell,2
76100,Severing Charm,0
76101,Disarming Charm,3
76104,Boggart-Banishing Spell,4
76104,Portus,3
76104,Revelio Charm,4
76109,Freezing Charm,4
76109,Impediment Jinx,5
76109,Lumos Solem Spell,2
76110,Dissendium,1
76110,Revulsion Jinx,0
76113,Shield Charm,1
76113,Impediment Jinx,0
76116,Imperius Curse,5
76116,Episkey,0
76121,Memory Charm,3
76121,Launch an object up into the air,0
76121,Blasting Curse,5
76127,Killing Curse,0
76127,Salvio hexia,1
76132,Freezing Charm,2
76132,Water-Making Spell,3
76137,Shield Charm,2
76137,Fire-Making Spell,5
76139,Protego Maxima,1
76140,Blasting Curse,5
76151,Snake Summons Spell,3
76151,Cistem Aperio,2
76151,Impediment Jinx,0
76157,Lumos Solem Spell,3
76157,Levicorpus,4
76157,Sectumsempra,4
76158,Peskipiksi Pesternomi,1
76158,Oppugno Jinx,1
76158,Summoning Charm,3
76164,Levicorpus,1
76164,Protego totalum,5
76164,Patronus Charm,0
76166,Muggle-Repelling Charm,0
76166,Engorgement Charm,0
76166,Summoning Charm,5
76167,Freezing Charm,4
76167,Water-Making Spell,1
76175,Muffliato Charm,3
76177,Wand-Extinguishing Charm,0
76177,Expulso Curse,3
76177,Cruciatus Curse,4
76180,Protego Maxima,1
76181,Water-Making Spell,5
76181,Memory Charm,4
76184,Patronus Charm,0
76184,Muffliato Charm,5
76184,Protego Maxima,2
76192,Water-Making Spell,1
76192,Lumos Solem Spell,0
76196,Revulsion Jinx,4
76196,Oculus Reparo,5
76196,Levicorpus,1
76197,Stunning Spell,2
76197,Protego totalum,2
76197,Brackium Emendo,0
76203,Incarcerous Spell,1
76205,Patronus Charm,2
76205,General Counter-Spell,4
76205,Episkey,4
76208,Reverse Spell,4
76208,Brackium Emendo,5
76215,Human Presence Revealing Spell,2
76215,Shield Charm,1
76215,Revulsion Jinx,0
76219,Impediment Jinx,1
76219,Exploding Charm,1
76222,Dissendium,1
76225,Incarcerous Spell,5
76240,Full Body-Bind Curse,4
76240,Cistem Aperio,0
76240,Locking Spell,2
76247,Memory Charm,1
76247,Locking Spell,1
76247,Portus,1
76257,Repello Inimicum,3
76257,Human Presence Revealing Spell,4
76257,Protego Maxima,4
76264,Imperius Curse,3
76264,Human Presence Revealing Spell,4
76267,Severing Charm,5
76267,Shield Charm,4
76267,Dissendium,0
76269,Engorgement Charm,3
76269,Boggart-Banishing Spell,1
76270,Summoning Charm,2
76270,Patronus Charm,2
76270,Lumos Maxima,4
76272,Muffliato Charm,3
76276,Oculus Reparo,3
76276,Blasting Curse,5
76277,Engorgement Charm,2
76277,Brackium Emendo,5
76287,Protego Maxima,2
76287,Levicorpus,0
76287,General Counter-Spell,2
76288,Water-Making Spell,4
76288,Levitation Charm,2
76304,Boggart-Banishing Spell,5
76305,Locking Spell,4
76307,Oppugno Jinx,5
76307,Snake-Vanishing Spell,2
76321,Peskipiksi Pesternomi,5
76323,Snake Summons Spell,3
76323,Expulso Curse,1
76335,Dissendium,1
76347,Human Presence Revealing Spell,3
76347,Piertotum Locomotor,3
76355,Levitation Charm,1
76358,Reverse Spell,4
76360,Leg-Locker Curse,5
76360,Muggle-Repelling Charm,0
76369,Freezing Charm,4
76370,Unlocking Charm,3
76370,Mending Charm,3
76378,Boggart-Banishing Spell,2
76378,Patronus Charm,2
76378,Sectumsempra,2
76380,Revelio Charm,5
76380,Protego Maxima,0
76381,Sectumsempra,4
76381,Levitation Charm,2
76382,Brackium Emendo,3
76382,Exploding Charm,0
76382,General Counter-Spell,5
76383,Mending Charm,2
76388,Vera Verto,4
76388,Mending Charm,2
76391,Repello Inimicum,3
76393,Mending Charm,5
76393,Snake Summons Spell,2
76393,Episkey,0
76394,Sectumsempra,3
76394,Mending Charm,3
76400,Memory Charm,1
76401,Launch an object up into the air,0
76401,Leg-Locker Curse,5
76409,Muffliato Charm,3
76409,Expulso Curse,4
76415,Shield Charm,2
76417,Lumos Maxima,3
76417,Unlocking Charm,1
76417,Expulso Curse,1
76426,Episkey,2
76430,Shield Charm,4
76434,Engorgement Charm,2
76434,Snake-Vanishing Spell,3
76448,Muggle-Repelling Charm,4
76449,Freezing Charm,2
76469,Incarcerous Spell,3
76472,General Counter-Spell,5
76472,Engorgement Charm,1
76490,Snake-Vanishing Spell,3
76490,Shrinking Charm,4
76490,Exploding Charm,4
76501,Launch an object up into the air,4
76502,Reverse Spell,4
76505,Patronus Charm,2
76505,Revulsion Jinx,1
76509,Human Presence Revealing Spell,1
76513,Water-Making Spell,5
76517,Fire-Making Spell,3
76521,Snake Summons Spell,4
76521,Repello Inimicum,5
76521,Tickling Charm,1
76523,Oculus Reparo,2
76528,Boggart-Banishing Spell,2
76528,Brackium Emendo,4
76528,Unlocking Charm,4
76529,Memory Charm,3
76531,Stunning Spell,5
76531,Blasting Curse,3
76531,Snake-Vanishing Spell,3
76539,Snake Summons Spell,2
76540,Wand-Extinguishing Charm,3
76540,Summoning Charm,2
76541,Sectumsempra,4
76541,Tickling Charm,1
76543,Protego totalum,4
76543,Full Body-Bind Curse,2
76543,Mending Charm,1
76544,Exploding Charm,5
76548,Snake-Vanishing Spell,3
76548,Muggle-Repelling Charm,0
76548,Fire-Making Spell,2
76557,Revulsion Jinx,1
76557,Lumos Maxima,0
76557,Unlocking Charm,5
76560,Human Presence Revealing Spell,4
76561,Brackium Emendo,4
76561,Tickling Charm,2
76570,Snake-Vanishing Spell,5
76570,Full Body-Bind Curse,4
76570,Exploding Charm,3
76571,Portus,4
76580,Stunning Spell,3
76580,Shrinking Charm,1
76580,Levicorpus,4
76591,Vera Verto,3
76591,Reverse Spell,5
76597,Muffliato Charm,0
76598,Full Body-Bind Curse,0
76598,Oculus Reparo,1
76598,Lumos Solem Spell,0
76599,Mending Charm,4
76599,Wand-Extinguishing Charm,4
76599,Severing Charm,3
76603,Human Presence Revealing Spell,2
76606,Freezing Charm,2
76606,Episkey,2
76607,Memory Charm,3
76609,Freezing Charm,3
76609,Full Body-Bind Curse,1
76613,Wand-Lighting Charm,5
76613,Brackium Emendo,0
76613,Unlocking Charm,2
76620,Human Presence Revealing Spell,5
76624,Slowing Charm,4
76625,Exploding Charm,3
76625,Brackium Emendo,5
76626,Muffliato Charm,1
76626,Spider repelling spell,5
76644,Lumos Maxima,1
76644,Mending Charm,2
76647,Levicorpus,0
76647,Oculus Reparo,2
76647,Mending Charm,2
76649,Dissendium,1
76649,Locking Spell,4
76653,Patronus Charm,5
76654,Shrinking Charm,1
76655,Locking Spell,0
76657,Shrinking Charm,0
76657,Oppugno Jinx,1
76663,Freezing Charm,2
76663,Boggart-Banishing Spell,4
76663,Patronus Charm,1
76669,Unlocking Charm,0
76670,Locomotion Charm,0
76670,Fire-Making Spell,5
76670,Spider repelling spell,4
76671,Levicorpus,4
76671,Piertotum Locomotor,0
76672,Levicorpus,1
76673,Muggle-Repelling Charm,3
76673,Cruciatus Curse,4
76673,Lumos Solem Spell,5
76674,Lumos Maxima,2
76679,Human Presence Revealing Spell,1
76680,Muffliato Charm,3
76680,Imperius Curse,5
76680,Incarcerous Spell,4
76695,Fire-Making Spell,3
76695,Oculus Reparo,1
76695,Lumos Solem Spell,3
76698,Severing Charm,4
76698,Wand-Lighting Charm,0
76698,Lumos Solem Spell,1
76699,Expulso Curse,2
76699,Snake-Vanishing Spell,2
76699,Lumos Maxima,5
76713,Shrinking Charm,0
76713,Freezing Charm,1
76719,Peskipiksi Pesternomi,2
76720,Locomotion Charm,5
76720,Cistem Aperio,1
76722,Protego totalum,0
76722,Tickling Charm,5
76728,Lumos Maxima,1
76728,Wand-Extinguishing Charm,3
76728,Protego totalum,0
76729,Revulsion Jinx,1
76735,Impediment Jinx,1
76735,Water-Making Spell,0
76737,Reverse Spell,4
76737,Salvio hexia,1
76737,Severing Charm,2
76749,Snake-Vanishing Spell,3
76763,Wand-Extinguishing Charm,4
76769,Freezing Charm,5
76770,Disarming Charm,2
76770,Protego totalum,5
76774,Mending Charm,5
76780,Shrinking Charm,4
76788,Episkey,4
76788,Portus,0
76791,Freezing Charm,3
76791,Expulso Curse,5
76803,Protego Maxima,2
76803,Muggle-Repelling Charm,1
76803,Reverse Spell,2
76805,Severing Charm,2
76811,Unlocking Charm,5
76827,Impediment Jinx,3
76827,Disarming Charm,4
76827,Expulso Curse,4
76833,Boggart-Banishing Spell,3
76833,Shrinking Charm,3
76836,Impediment Jinx,5
76838,Disarming Charm,1
76838,Slowing Charm,0
76838,Snake Summons Spell,0
76847,Launch an object up into the air,3
76854,Repello Inimicum,0
76859,Muffliato Charm,1
76860,Revelio Charm,5
76860,Locomotion Charm,1
76864,Disarming Charm,5
76868,Fire-Making Spell,1
76868,Dissendium,0
76872,Repello Inimicum,3
76872,Muffliato Charm,5
76872,Snake-Vanishing Spell,4
76873,Muggle-Repelling Charm,5
76873,Reverse Spell,4
76881,Muffliato Charm,4
76881,Snake Summons Spell,5
76881,Human Presence Revealing Spell,0
76882,Protego Maxima,3
76882,Exploding Charm,2
76883,Locomotion Charm,4
76883,Full Body-Bind Curse,2
76883,Impediment Jinx,4
76891,Unlocking Charm,3
76894,Engorgement Charm,3
76894,Snake Summons Spell,4
76894,Sectumsempra,5
76897,Oculus Reparo,2
76897,Cistem Aperio,5
76903,Blasting Curse,2
76903,Locomotion Charm,1
76903,Stunning Spell,4
76905,Launch an object up into the air,4
76905,Blasting Curse,5
76905,Slowing Charm,3
76908,Incarcerous Spell,0
76909,Piertotum Locomotor,4
76914,Muggle-Repelling Charm,5
76914,Boggart-Banishing Spell,3
76917,Human Presence Revealing Spell,5
76917,Imperius Curse,5
76917,Disarming Charm,2
76924,Freezing Charm,1
76924,Fire-Making Spell,3
76924,Incarcerous Spell,0
76930,Snake Summons Spell,0
76930,Revulsion Jinx,0
76930,Mending Charm,1
76933,Muffliato Charm,2
76933,Episkey,0
76935,General Counter-Spell,4
76935,Memory Charm,0
76937,Oculus Reparo,3
76937,Dissendium,5
76940,Water-Making Spell,3
76940,Piertotum Locomotor,1
76940,Engorgement Charm,2
76941,Spider repelling spell,5
76941,Oppugno Jinx,2
76941,Muffliato Charm,1
76945,Oculus Reparo,5
76945,Unlocking Charm,2
76945,Exploding Charm,4
76950,Cistem Aperio,0
76954,Piertotum Locomotor,0
76958,Levitation Charm,1
76958,Disarming Charm,2
76958,Patronus Charm,1
76959,Mending Charm,3
76959,Oppugno Jinx,4
76959,Impediment Jinx,3
76966,Cruciatus Curse,3
76966,Locking Spell,0
76966,Patronus Charm,1
76980,Repello Inimicum,4
76986,Stunning Spell,4
76986,Boggart-Banishing Spell,0
76986,Freezing Charm,3
76987,Summoning Charm,2
76987,Boggart-Banishing Spell,5
76987,Exploding Charm,4
76990,Sectumsempra,5
76990,Portus,2
76990,Stunning Spell,1
76991,Piertotum Locomotor,5
76998,Blasting Curse,1
76998,Memory Charm,3
76998,Locking Spell,2
77000,Slowing Charm,3
77000,Memory Charm,2
77000,Patronus Charm,1
77012,Blasting Curse,2
77012,Fire-Making Spell,3
77020,Wand-Extinguishing Charm,5
77020,Incarcerous Spell,0
77020,Freezing Charm,4
77023,Unlocking Charm,4
77023,Launch an object up into the air,3
77023,Severing Charm,2
77025,Snake-Vanishing Spell,0
77025,Shield Charm,0
77025,Cistem Aperio,0
77030,Levicorpus,1
77030,Cruciatus Curse,1
77030,Repello Inimicum,4
77033,Fire-Making Spell,1
77037,Stunning Spell,5
77037,Leg-Locker Curse,3
77039,Peskipiksi Pesternomi,3
77039,Engorgement Charm,4
77043,Sectumsempra,0
77043,Spider repelling spell,5
77043,Peskipiksi Pesternomi,5
77047,Patronus Charm,0
77047,General Counter-Spell,5
77047,Freezing Charm,3
77050,Launch an object up into the air,0
77050,Salvio hexia,1
77050,Snake-Vanishing Spell,0
77052,Boggart-Banishing Spell,1
77052,Memory Charm,5
77057,Leg-Locker Curse,4
77072,Memory Charm,2
77080,Leg-Locker Curse,2
77085,Muggle-Repelling Charm,5
77090,Expulso Curse,2
77092,Cruciatus Curse,2
77092,Wand-Extinguishing Charm,1
77092,Lumos Solem Spell,4
77095,Protego totalum,5
77095,Salvio hexia,2
77096,Cruciatus Curse,3
77096,Memory Charm,0
77102,Mending Charm,3
77104,Patronus Charm,1
77112,Cruciatus Curse,4
77118,Slowing Charm,1
77118,Impediment Jinx,0
77118,Stunning Spell,3
77127,Mending Charm,2
77127,Slowing Charm,3
77127,Summoning Charm,5
77131,Portus,4
77140,Impediment Jinx,0
77146,Salvio hexia,3
77154,Peskipiksi Pesternomi,0
77154,Sectumsempra,4
77154,Engorgement Charm,3
77156,Stunning Spell,1
77156,Expulso Curse,2
77156,Salvio hexia,0
77158,Locomotion Charm,1
77158,Revelio Charm,4
77158,Boggart-Banishing Spell,3
77164,General Counter-Spell,5
77164,Vera Verto,0
77168,Water-Making Spell,1
77168,Oculus Reparo,0
77181,Reverse Spell,5
77181,Imperius Curse,2
77181,Peskipiksi Pesternomi,1
77188,Cistem Aperio,3
77203,Peskipiksi Pesternomi,1
77203,Cruciatus Curse,4
77203,Snake-Vanishing Spell,2
77208,Unlocking Charm,1
77208,Shield Charm,0
77210,Leg-Locker Curse,4
77210,Sectumsempra,3
77210,Expulso Curse,2
77212,Stunning Spell,4
77212,Expulso Curse,1
77217,Portus,2
77217,Locomotion Charm,0
77217,Oculus Reparo,4
77221,Reverse Spell,5
77221,Mending Charm,0
77221,Episkey,1
77222,Locomotion Charm,1
77222,Exploding Charm,0
77222,Tickling Charm,0
77223,Water-Making Spell,2
77225,Wand-Extinguishing Charm,4
77234,Portus,1
77234,Shield Charm,2
77234,Muffliato Charm,0
77238,Mending Charm,2
77241,Blasting Curse,0
77242,Snake Summons Spell,0
77242,Spider repelling spell,4
77242,Shrinking Charm,2
77247,Exploding Charm,0
77247,Muffliato Charm,3
77256,Wand-Lighting Charm,3
77256,Killing Curse,3
77260,Piertotum Locomotor,1
77267,Muggle-Repelling Charm,0
77267,Slowing Charm,0
77270,Salvio hexia,5
77272,Shield Charm,5
77272,Patronus Charm,1
77276,Revelio Charm,4
77276,Impediment Jinx,3
77277,Salvio hexia,1
77277,Repello Inimicum,1
77277,Slowing Charm,3
77282,Cruciatus Curse,4
77282,Spider repelling spell,4
77282,Revelio Charm,1
77285,Incarcerous Spell,1
77285,Wand-Extinguishing Charm,1
77287,Snake Summons Spell,1
77287,Shield Charm,5
77287,Human Presence Revealing Spell,0
77289,Shield Charm,5
77289,Spider repelling spell,2
77293,Locomotion Charm,3
77293,Spider repelling spell,3
77293,Summoning Charm,4
77294,Wand-Extinguishing Charm,3
77294,Snake Summons Spell,3
77295,Shrinking Charm,4
77298,Mending Charm,5
77298,Piertotum Locomotor,1
77300,Freezing Charm,4
77300,Mending Charm,4
77303,Mending Charm,4
77305,Exploding Charm,3
77305,Protego Maxima,5
77308,Leg-Locker Curse,5
77314,Engorgement Charm,1
77321,Protego Maxima,2
77322,Killing Curse,1
77322,Full Body-Bind Curse,0
77340,Locomotion Charm,1
77340,Muggle-Repelling Charm,4
77341,Portus,4
77341,Stunning Spell,4
77341,Patronus Charm,2
77342,Oculus Reparo,4
77342,Levicorpus,5
77342,Lumos Solem Spell,5
77345,Patronus Charm,4
77345,Cistem Aperio,5
77348,Memory Charm,1
77355,Oculus Reparo,3
77355,Imperius Curse,0
77361,Locomotion Charm,0
77361,Oppugno Jinx,5
77371,Oculus Reparo,1
77376,Locking Spell,4
77376,Revelio Charm,1
77376,Cruciatus Curse,4
77378,Freezing Charm,5
77378,Sectumsempra,5
77378,Vera Verto,5
77400,Levicorpus,2
77400,Cruciatus Curse,1
77400,Leg-Locker Curse,3
77405,General Counter-Spell,2
77405,Full Body-Bind Curse,4
77405,Muffliato Charm,4
77407,Water-Making Spell,2
77412,Severing Charm,3
77424,Levitation Charm,5
77424,Expulso Curse,0
77426,Levicorpus,4
77432,Patronus Charm,5
77432,Salvio hexia,0
77432,Levitation Charm,2
77434,Oculus Reparo,3
77441,Stunning Spell,0
77441,Locking Spell,4
77441,Dissendium,3
77444,Portus,3
77444,Locomotion Charm,0
77446,Blasting Curse,3
77449,Engorgement Charm,2
77449,Brackium Emendo,3
77449,Protego Maxima,4
77450,Leg-Locker Curse,3
77450,Unlocking Charm,3
77450,Wand-Lighting Charm,2
77452,Imperius Curse,3
77452,Reverse Spell,3
77454,Exploding Charm,1
77454,Full Body-Bind Curse,1
77454,Impediment Jinx,5
77458,Disarming Charm,2
77458,Killing Curse,3
77458,Snake Summons Spell,4
77461,Reverse Spell,2
77461,Piertotum Locomotor,4
77470,Oculus Reparo,3
77483,Mending Charm,1
77485,Cistem Aperio,2
77485,Impediment Jinx,3
77485,Leg-Locker Curse,4
77498,Salvio hexia,1
77503,Muffliato Charm,1
77503,Salvio hexia,4
77505,Dissendium,3
77509,Incarcerous Spell,2
77509,Episkey,5
77509,Freezing Charm,5
77512,Portus,2
77512,Episkey,1
77523,Salvio hexia,1
77529,Leg-Locker Curse,1
77529,Memory Charm,0
77535,Freezing Charm,4
77538,Cruciatus Curse,1
77538,Lumos Solem Spell,1
77538,Mending Charm,5
77544,Cistem Aperio,0
77544,Sectumsempra,4
77562,Muffliato Charm,3
77562,Snake-Vanishing Spell,4
77562,Lumos Maxima,2
77572,Summoning Charm,4
77572,Episkey,4
77572,Wand-Extinguishing Charm,2
77576,Water-Making Spell,0
77576,Oculus Reparo,1
77576,Locomotion Charm,2
77589,Exploding Charm,4
77589,Revulsion Jinx,1
77589,Imperius Curse,3
77610,Muffliato Charm,5
77610,Blasting Curse,4
77611,Incarcerous Spell,5
77614,Oppugno Jinx,5
77614,Imperius Curse,2
77614,Shrinking Charm,1
77618,Launch an object up into the air,2
77622,Blasting Curse,5
77626,Wand-Lighting Charm,2
77626,Protego Maxima,3
77633,Protego totalum,4
77633,Portus,4
77633,Sectumsempra,0
77635,Locomotion Charm,4
77635,Portus,5
77636,Vera Verto,1
77639,Shrinking Charm,4
77639,Spider repelling spell,4
77639,Lumos Maxima,1
77643,Dissendium,4
77643,Levitation Charm,3
77649,General Counter-Spell,2
77649,Summoning Charm,0
77649,Incarcerous Spell,0
77661,Leg-Locker Curse,3
77661,Snake-Vanishing Spell,3
77670,Lumos Solem Spell,5
77670,Peskipiksi Pesternomi,1
77670,Reverse Spell,1
77679,Snake-Vanishing Spell,2
77679,Brackium Emendo,5
77679,Summoning Charm,2
77688,Spider repelling spell,4
77694,Human Presence Revealing Spell,4
77701,Killing Curse,3
77701,Dissendium,0
77701,Stunning Spell,1
77708,Muggle-Repelling Charm,3
77708,Snake Summons Spell,4
77715,General Counter-Spell,3
77718,Muffliato Charm,0
77718,Lumos Solem Spell,4
77718,Human Presence Revealing Spell,5
77720,Stunning Spell,1
77741,Piertotum Locomotor,3
77748,Peskipiksi Pesternomi,4
77750,Oppugno Jinx,5
77750,Exploding Charm,3
77750,Protego Maxima,4
77752,Severing Charm,4
77752,Piertotum Locomotor,4
77754,Brackium Emendo,4
77754,Severing Charm,4
77754,Unlocking Charm,2
77761,Boggart-Banishing Spell,2
77761,Snake-Vanishing Spell,5
77766,Repello Inimicum,3
77768,Cistem Aperio,4
77768,Exploding Charm,2
77775,Revelio Charm,0
77776,Disarming Charm,2
77776,Memory Charm,4
77779,Spider repelling spell,4
77784,Muggle-Repelling Charm,1
77786,Shrinking Charm,1
77786,Launch an object up into the air,0
77786,Patronus Charm,4
77787,Impediment Jinx,1
77787,General Counter-Spell,1
77790,Peskipiksi Pesternomi,5
77790,Oculus Reparo,3
77790,Patronus Charm,1
77793,Muggle-Repelling Charm,1
77793,Snake Summons Spell,3
77793,Dissendium,5
77807,Cistem Aperio,4
77810,Killing Curse,4
77830,Wand-Extinguishing Charm,2
77831,Patronus Charm,5
77831,Peskipiksi Pesternomi,0
77831,Summoning Charm,5
77834,General Counter-Spell,2
77834,Snake-Vanishing Spell,3
77834,Episkey,1
77838,Incarcerous Spell,4
77838,Exploding Charm,2
77855,Snake-Vanishing Spell,1
77855,Imperius Curse,3
77855,Full Body-Bind Curse,1
77860,Killing Curse,4
77863,Vera Verto,4
