ВОИН_ИД,ЗАКЛИНАНИЕ_НАЗВАНИЕ
60077,Water-Making Spell
60077,Impediment Jinx
60081,Oppugno Jinx
60081,Disarming Charm
60081,Slowing Charm
60084,Vera Verto
60084,Reverse Spell
60084,Blasting Curse
60090,Episkey
60090,Muffliato Charm
60090,Portus
60095,Locking Spell
60095,Locomotion Charm
60097,Imperius Curse
60097,Launch an object up into the air
60097,Shrinking Charm
60099,Oppugno Jinx
60099,Cruciatus Curse
60100,Sectumsempra
60100,Cruciatus Curse
60103,Portus
60103,Tickling Charm
60107,Protego totalum
60107,Full Body-Bind Curse
60110,Repello Inimicum
60110,Protego totalum
60110,Oppugno Jinx
60116,Levicorpus
60119,Expulso Curse
60119,Wand-Extinguishing Charm
60120,Memory Charm
60120,Lumos Solem Spell
60120,Snake Summons Spell
60121,Exploding Charm
60121,Human Presence Revealing Spell
60121,Cistem Aperio
60125,Brackium Emendo
60125,Vera Verto
60128,Disarming Charm
60128,Incarcerous Spell
60128,Vera Verto
60129,Sectumsempra
60129,Peskipiksi Pesternomi
60129,Snake Summons Spell
60134,Brackium Emendo
60134,Protego totalum
60134,Tickling Charm
60137,General Counter-Spell
60137,Lumos Solem Spell
60139,Portus
60142,Snake-Vanishing Spell
60142,Snake Summons Spell
60142,Protego totalum
60149,Locomotion Charm
60149,Boggart-Banishing Spell
60150,Freezing Charm
60153,Repello Inimicum
60153,Revelio Charm
60153,Wand-Extinguishing Charm
60155,Slowing Charm
60160,Sectumsempra
60160,Memory Charm
60160,Blasting Curse
60162,Leg-Locker Curse
60162,Shrinking Charm
60162,Human Presence Revealing Spell
60166,Repello Inimicum
60166,Cistem Aperio
60167,Vera Verto
60170,Portus
60172,Snake-Vanishing Spell
60172,Freezing Charm
60172,General Counter-Spell
60175,Protego totalum
60177,Sectumsempra
60177,Episkey
60178,Salvio hexia
60178,Disarming Charm
60188,Incarcerous Spell
60188,Leg-Locker Curse
60191,Killing Curse
60193,Lumos Solem Spell
60193,Human Presence Revealing Spell
60193,Oppugno Jinx
60195,Cruciatus Curse
60196,Levicorpus
60196,Expulso Curse
60200,Launch an object up into the air
60201,Cruciatus Curse
60201,Mending Charm
60206,Imperius Curse
60208,Salvio hexia
60210,Vera Verto
60210,Imperius Curse
60211,Piertotum Locomotor
60211,Cruciatus Curse
60211,Incarcerous Spell
60219,Muggle-Repelling Charm
60221,Lumos Maxima
60221,Memory Charm
60221,Oppugno Jinx
60224,Muffliato Charm
60224,Engorgement Charm
60224,Unlocking Charm
60226,Incarcerous Spell
60227,Episkey
60228,Revulsion Jinx
60228,Engorgement Charm
60228,Levitation Charm
60230,Vera Verto
60233,Exploding Charm
60233,Portus
60233,Tickling Charm
60235,Unlocking Charm
60236,Blasting Curse
60236,Disarming Charm
60239,Lumos Maxima
60239,Patronus Charm
60244,Vera Verto
60244,Expulso Curse
60244,Summoning Charm
60247,Brackium Emendo
60248,Water-Making Spell
60248,Impediment Jinx
60248,Shield Charm
60250,Protego Maxima
60250,Memory Charm
60266,Peskipiksi Pesternomi
60266,Cruciatus Curse
60267,Stunning Spell
60268,Peskipiksi Pesternomi
60268,Shrinking Charm
60268,Repello Inimicum
60269,Levitation Charm
60269,Revulsion Jinx
60269,Muffliato Charm
60271,Tickling Charm
60274,Locking Spell
60274,Locomotion Charm
60274,Incarcerous Spell
60277,Protego totalum
60277,Piertotum Locomotor
60277,Revelio Charm
60278,Expulso Curse
60278,Portus
60284,Snake-Vanishing Spell
60284,Stunning Spell
60286,Lumos Solem Spell
60286,Patronus Charm
60286,Oculus Reparo
60288,Killing Curse
60288,Salvio hexia
60288,Dissendium
60291,Protego Maxima
60291,Portus
60291,Dissendium
60293,Snake-Vanishing Spell
60293,Expulso Curse
60293,Protego Maxima
60294,Wand-Lighting Charm
60294,Repello Inimicum
60295,Wand-Extinguishing Charm
60295,Incarcerous Spell
60296,Reverse Spell
60299,Launch an object up into the air
60299,Freezing Charm
60302,Leg-Locker Curse
60302,Disarming Charm
60302,Killing Curse
60303,Summoning Charm
60303,Leg-Locker Curse
60304,Portus
60305,Wand-Extinguishing Charm
60306,Brackium Emendo
60311,Levitation Charm
60311,Stunning Spell
60311,Impediment Jinx
60315,Summoning Charm
60319,Piertotum Locomotor
60319,Killing Curse
60320,Vera Verto
60322,Portus
60322,Summoning Charm
60322,Shield Charm
60324,Locking Spell
60324,Brackium Emendo
60325,Episkey
60326,Engorgement Charm
60326,Revelio Charm
60326,Summoning Charm
60329,Stunning Spell
60332,Brackium Emendo
60332,Shrinking Charm
60332,Muffliato Charm
60338,Protego Maxima
60338,Launch an object up into the air
60339,Human Presence Revealing Spell
60341,Piertotum Locomotor
60341,Blasting Curse
60348,Expulso Curse
60352,General Counter-Spell
60352,Reverse Spell
60355,Full Body-Bind Curse
60356,Muffliato Charm
60357,Stunning Spell
60357,Fire-Making Spell
60357,Exploding Charm
60365,Locomotion Charm
60365,Fire-Making Spell
60366,Blasting Curse
60366,Piertotum Locomotor
60367,Impediment Jinx
60369,Peskipiksi Pesternomi
60369,Shield Charm
60369,Muggle-Repelling Charm
60370,Launch an object up into the air
60378,Severing Charm
60378,Sectumsempra
60378,Freezing Charm
60379,Reverse Spell
60379,Expulso Curse
60379,Slowing Charm
60382,Reverse Spell
60383,Lumos Solem Spell
60390,Blasting Curse
60392,Engorgement Charm
60392,Vera Verto
60392,Slowing Charm
60394,Memory Charm
60394,Locking Spell
60394,Oculus Reparo
60396,Episkey
60396,Salvio hexia
60396,Summoning Charm
60399,General Counter-Spell
60399,Vera Verto
60402,Launch an object up into the air
60408,Tickling Charm
60412,Brackium Emendo
60412,Wand-Lighting Charm
60415,Slowing Charm
60415,Protego Maxima
60415,General Counter-Spell
60416,Salvio hexia
60416,Snake Summons Spell
60422,Disarming Charm
60424,Snake Summons Spell
60424,Muffliato Charm
60424,Lumos Maxima
60425,Brackium Emendo
60425,Human Presence Revealing Spell
60425,Exploding Charm
60426,Oculus Reparo
60426,Leg-Locker Curse
60433,Unlocking Charm
60433,Disarming Charm
60435,Full Body-Bind Curse
60435,Summoning Charm
60435,Stunning Spell
60437,Fire-Making Spell
60437,Revelio Charm
60440,Muggle-Repelling Charm
60441,Revelio Charm
60441,Reverse Spell
60449,Brackium Emendo
60449,Cistem Aperio
60454,Dissendium
60454,Unlocking Charm
60454,Wand-Extinguishing Charm
60455,Brackium Emendo
60455,Reverse Spell
60455,Mending Charm
60456,Oppugno Jinx
60456,Snake-Vanishing Spell
60458,Vera Verto
60459,Piertotum Locomotor
60460,Lumos Maxima
60460,Imperius Curse
60461,Revelio Charm
60461,Portus
60461,Engorgement Charm
60463,Levitation Charm
60463,Disarming Charm
60467,Fire-Making Spell
60467,Summoning Charm
60467,Peskipiksi Pesternomi
60471,Locking Spell
60471,Muggle-Repelling Charm
60471,Locomotion Charm
60472,Vera Verto
60472,Repello Inimicum
60472,Full Body-Bind Curse
60473,Imperius Curse
60475,Memory Charm
60475,Engorgement Charm
60475,Disarming Charm
60482,Lumos Solem Spell
60489,Stunning Spell
60489,Brackium Emendo
60492,Portus
60493,Levitation Charm
60493,Episkey
60493,Shield Charm
60496,Shrinking Charm
60496,Levitation Charm
60498,Protego totalum
60498,Engorgement Charm
60500,Repello Inimicum
60500,Exploding Charm
60500,Tickling Charm
60502,Cistem Aperio
60502,Human Presence Revealing Spell
60502,Dissendium
60507,Lumos Solem Spell
60510,Fire-Making Spell
60513,Disarming Charm
60516,Muffliato Charm
60519,Shrinking Charm
60519,Muffliato Charm
60519,Fire-Making Spell
60522,Patronus Charm
60523,Water-Making Spell
60523,Levicorpus
60527,Leg-Locker Curse
60527,Engorgement Charm
60527,Tickling Charm
60529,Spider repelling spell
60529,Muffliato Charm
60533,Oculus Reparo
60533,Episkey
60535,Engorgement Charm
60537,Brackium Emendo
60537,Locking Spell
60538,Launch an object up into the air
60538,Sectumsempra
60542,Levitation Charm
60542,Locomotion Charm
60544,Stunning Spell
60544,Portus
60546,Locomotion Charm
60546,Levitation Charm
60547,Shrinking Charm
60547,Brackium Emendo
60550,Shrinking Charm
60550,Tickling Charm
60550,Brackium Emendo
60551,Stunning Spell
60554,Shield Charm
60555,General Counter-Spell
60555,Spider repelling spell
60555,Wand-Extinguishing Charm
60557,Protego totalum
60557,Shield Charm
60557,Locking Spell
60562,Water-Making Spell
60562,Boggart-Banishing Spell
60564,Salvio hexia
60565,Piertotum Locomotor
60565,Full Body-Bind Curse
60565,Patronus Charm
60568,Severing Charm
60568,Levitation Charm
60570,Dissendium
60573,General Counter-Spell
60574,Vera Verto
60576,Fire-Making Spell
60576,Exploding Charm
60577,Slowing Charm
60577,Human Presence Revealing Spell
60577,Lumos Solem Spell
60578,Snake Summons Spell
60578,Repello Inimicum
60580,Patronus Charm
60580,Muffliato Charm
60580,Launch an object up into the air
60581,Full Body-Bind Curse
60581,Snake-Vanishing Spell
60582,Snake-Vanishing Spell
60582,Shield Charm
60583,General Counter-Spell
60585,Locomotion Charm
60585,Levitation Charm
60585,Exploding Charm
60586,Revulsion Jinx
60587,Wand-Extinguishing Charm
60587,Spider repelling spell
60590,Blasting Curse
60592,Wand-Lighting Charm
60595,Muffliato Charm
60595,Water-Making Spell
60598,Oculus Reparo
60602,General Counter-Spell
60602,Shield Charm
60602,Unlocking Charm
60605,Freezing Charm
60605,Lumos Maxima
60608,Severing Charm
60609,Full Body-Bind Curse
60609,Leg-Locker Curse
60610,Episkey
60610,Portus
60610,Brackium Emendo
60613,Episkey
60617,Lumos Maxima
60617,Protego totalum
60617,Levicorpus
60621,Lumos Solem Spell
60621,Wand-Lighting Charm
60621,Boggart-Banishing Spell
60622,Blasting Curse
60624,Impediment Jinx
60624,Spider repelling spell
60624,Oppugno Jinx
60626,Severing Charm
60627,Snake-Vanishing Spell
60627,Sectumsempra
60627,Leg-Locker Curse
60628,Unlocking Charm
60629,Fire-Making Spell
60629,Severing Charm
60629,Leg-Locker Curse
60630,Slowing Charm
60630,Shield Charm
60630,Full Body-Bind Curse
60635,Fire-Making Spell
60635,Revelio Charm
60638,Severing Charm
60639,Shield Charm
60639,Muffliato Charm
60640,Repello Inimicum
60640,Piertotum Locomotor
60642,Sectumsempra
60642,Wand-Extinguishing Charm
60644,Tickling Charm
60646,Brackium Emendo
60646,Leg-Locker Curse
60646,Shrinking Charm
60647,Shield Charm
60648,Killing Curse
60651,Wand-Lighting Charm
60653,Brackium Emendo
60653,Oculus Reparo
60654,Protego totalum
60654,Levitation Charm
60654,Imperius Curse
60655,Episkey
60655,Lumos Solem Spell
60655,Launch an object up into the air
60657,Stunning Spell
60657,Locomotion Charm
60657,Muggle-Repelling Charm
60664,Tickling Charm
60666,Human Presence Revealing Spell
60666,Episkey
60666,Imperius Curse
60667,Water-Making Spell
60667,Slowing Charm
60667,Engorgement Charm
60669,Locking Spell
60669,Reverse Spell
60669,Cistem Aperio
60673,Blasting Curse
60673,Spider repelling spell
60675,Human Presence Revealing Spell
60675,Piertotum Locomotor
60676,Peskipiksi Pesternomi
60676,Leg-Locker Curse
60676,Oculus Reparo
60678,Salvio hexia
60678,Shield Charm
60684,Unlocking Charm
60688,General Counter-Spell
60688,Spider repelling spell
60688,Lumos Solem Spell
60690,Killing Curse
60692,Levicorpus
60699,Protego Maxima
60699,Blasting Curse
60707,Wand-Lighting Charm
60707,Reverse Spell
60709,Exploding Charm
60709,Killing Curse
60711,Expulso Curse
60711,General Counter-Spell
60711,Disarming Charm
60717,Mending Charm
60717,Expulso Curse
60718,Shrinking Charm
60718,Dissendium
60721,Spider repelling spell
60724,Snake Summons Spell
60724,Disarming Charm
60724,Salvio hexia
60726,Peskipiksi Pesternomi
60728,Exploding Charm
60728,General Counter-Spell
60728,Imperius Curse
60729,Lumos Maxima
60729,Sectumsempra
60730,Muffliato Charm
60730,Oculus Reparo
60730,Repello Inimicum
60732,Locking Spell
60733,Peskipiksi Pesternomi
60733,Locking Spell
60736,Tickling Charm
60736,Leg-Locker Curse
60739,Freezing Charm
60739,Muggle-Repelling Charm
60739,Impediment Jinx
60742,Portus
60742,Protego totalum
60742,Severing Charm
60745,Salvio hexia
60745,Repello Inimicum
60749,Tickling Charm
60749,Snake-Vanishing Spell
60750,Cistem Aperio
60752,General Counter-Spell
60752,Portus
60752,Lumos Maxima
60753,Revulsion Jinx
60753,Launch an object up into the air
60755,Mending Charm
60755,Levitation Charm
60755,Portus
60757,Summoning Charm
60757,Engorgement Charm
60758,Snake-Vanishing Spell
60758,Impediment Jinx
60759,Snake-Vanishing Spell
60760,Oculus Reparo
60760,Human Presence Revealing Spell
60762,Launch an object up into the air
60762,Impediment Jinx
60762,Water-Making Spell
60765,Protego Maxima
60765,Locking Spell
60765,Revulsion Jinx
60768,Expulso Curse
60770,Protego totalum
60770,Sectumsempra
60770,Launch an object up into the air
60771,Salvio hexia
60772,Leg-Locker Curse
60772,Protego totalum
60776,Freezing Charm
60779,Cistem Aperio
60780,Full Body-Bind Curse
60784,Levitation Charm
60784,Shrinking Charm
60787,Revelio Charm
60787,Spider repelling spell
60788,Oculus Reparo
60788,Water-Making Spell
60788,Shield Charm
60790,Expulso Curse
60791,Patronus Charm
60791,Full Body-Bind Curse
60791,Memory Charm
60793,Levicorpus
60793,Exploding Charm
60794,Muffliato Charm
60794,Episkey
60799,Piertotum Locomotor
60799,Killing Curse
60799,Muffliato Charm
60800,Muffliato Charm
60800,Expulso Curse
60800,Memory Charm
60802,Blasting Curse
60802,Impediment Jinx
60804,Muffliato Charm
60807,General Counter-Spell
60807,Unlocking Charm
60808,Mending Charm
60808,Vera Verto
60808,Revulsion Jinx
60809,Locking Spell
60811,Salvio hexia
60813,Portus
60815,Repello Inimicum
60815,Mending Charm
60816,Tickling Charm
60816,Wand-Extinguishing Charm
60816,Severing Charm
60818,Wand-Extinguishing Charm
60818,Cistem Aperio
60818,Salvio hexia
60819,Unlocking Charm
60821,Muggle-Repelling Charm
60821,Peskipiksi Pesternomi
60821,Full Body-Bind Curse
60822,Protego totalum
60823,Cistem Aperio
60823,Reverse Spell
60828,Exploding Charm
60828,Lumos Solem Spell
60831,Stunning Spell
60831,Repello Inimicum
60831,Brackium Emendo
60833,Muggle-Repelling Charm
60833,Incarcerous Spell
60833,Oculus Reparo
60835,Severing Charm
60835,Oppugno Jinx
60835,Levitation Charm
60838,Cruciatus Curse
60838,Incarcerous Spell
60838,Full Body-Bind Curse
60839,Vera Verto
60839,Oppugno Jinx
60845,Salvio hexia
60845,Human Presence Revealing Spell
60846,Imperius Curse
60846,Disarming Charm
60848,Wand-Lighting Charm
60848,General Counter-Spell
60848,Exploding Charm
60851,General Counter-Spell
60851,Sectumsempra
60851,Launch an object up into the air
60852,Levitation Charm
60852,Oculus Reparo
60855,Human Presence Revealing Spell
60855,Peskipiksi Pesternomi
60855,Exploding Charm
60860,Snake-Vanishing Spell
60863,Spider repelling spell
60867,Salvio hexia
60867,Launch an object up into the air
60867,Revulsion Jinx
60868,Reverse Spell
60870,Muggle-Repelling Charm
60870,Engorgement Charm
60870,Human Presence Revealing Spell
60874,Muggle-Repelling Charm
60874,Peskipiksi Pesternomi
60874,Freezing Charm
60877,Imperius Curse
60881,Imperius Curse
60881,General Counter-Spell
60881,Muffliato Charm
60885,Spider repelling spell
60887,Summoning Charm
60889,Wand-Extinguishing Charm
60893,Locking Spell
60894,Full Body-Bind Curse
60894,Lumos Solem Spell
60898,Lumos Solem Spell
60898,Killing Curse
60900,Engorgement Charm
60902,Locking Spell
60903,Muffliato Charm
60903,Disarming Charm
60908,Severing Charm
60914,Brackium Emendo
60917,Sectumsempra
60920,Snake-Vanishing Spell
60920,Dissendium
60921,Portus
60921,Cruciatus Curse
60921,Sectumsempra
60928,Tickling Charm
60928,Protego Maxima
60929,Levicorpus
60932,Shield Charm
60932,Cistem Aperio
60932,Muggle-Repelling Charm
60938,Severing Charm
60938,Memory Charm
60939,Sectumsempra
60941,Unlocking Charm
60941,Wand-Extinguishing Charm
60941,Severing Charm
60942,Full Body-Bind Curse
60942,Impediment Jinx
60943,Launch an object up into the air
60946,Vera Verto
60946,Sectumsempra
60952,Episkey
60953,Lumos Solem Spell
60953,Spider repelling spell
60958,Mending Charm
60965,Boggart-Banishing Spell
60965,Lumos Solem Spell
60966,Snake Summons Spell
60969,Patronus Charm
60969,Severing Charm
60969,Revulsion Jinx
60970,Disarming Charm
60971,Cruciatus Curse
60974,Summoning Charm
60977,Engorgement Charm
60977,Summoning Charm
60978,Slowing Charm
60978,Launch an object up into the air
60978,Memory Charm
60980,Shield Charm
60981,Severing Charm
60991,Repello Inimicum
60991,Episkey
60991,Revelio Charm
60992,Incarcerous Spell
60999,Lumos Solem Spell
61000,Human Presence Revealing Spell
61000,Protego Maxima
61006,Incarcerous Spell
61007,Locking Spell
61009,Water-Making Spell
61009,Snake Summons Spell
61010,Peskipiksi Pesternomi
61011,Reverse Spell
61011,Peskipiksi Pesternomi
61011,General Counter-Spell
61013,Muggle-Repelling Charm
61016,Summoning Charm
61018,Slowing Charm
61019,Water-Making Spell
61020,Tickling Charm
61026,Brackium Emendo
61026,Engorgement Charm
61026,Episkey
61031,Slowing Charm
61031,Stunning Spell
61031,Reverse Spell
61032,Revulsion Jinx
61032,Imperius Curse
61032,Spider repelling spell
61033,Snake-Vanishing Spell
61034,Full Body-Bind Curse
61034,General Counter-Spell
61034,Protego Maxima
61037,Protego totalum
61037,Snake-Vanishing Spell
61039,Shield Charm
61039,Shrinking Charm
61039,Muffliato Charm
61043,Spider repelling spell
61046,Brackium Emendo
61046,Lumos Solem Spell
61052,Protego totalum
61052,Slowing Charm
61053,Protego Maxima
61055,Summoning Charm
61058,Lumos Maxima
61058,Snake-Vanishing Spell
61059,Peskipiksi Pesternomi
61059,Shield Charm
61059,Dissendium
61062,Boggart-Banishing Spell
61063,Unlocking Charm
61065,General Counter-Spell
61066,Launch an object up into the air
61069,Tickling Charm
61069,Reverse Spell
61072,Salvio hexia
61072,Fire-Making Spell
61075,Stunning Spell
61076,Leg-Locker Curse
61078,Peskipiksi Pesternomi
61078,Imperius Curse
61079,Shield Charm
61079,Vera Verto
61080,Wand-Extinguishing Charm
61080,Imperius Curse
61080,Episkey
61081,Stunning Spell
61082,Tickling Charm
61082,Engorgement Charm
61091,Expulso Curse
61092,Locking Spell
61096,Water-Making Spell
61096,Reverse Spell
61098,Exploding Charm
61098,Vera Verto
61102,Fire-Making Spell
61103,Dissendium
61103,Disarming Charm
61103,Launch an object up into the air
61105,Muggle-Repelling Charm
61105,Sectumsempra
61107,Cruciatus Curse
61107,Dissendium
61111,Shield Charm
61112,Summoning Charm
61113,Slowing Charm
61114,Reverse Spell
61115,Protego totalum
61115,Imperius Curse
61119,Salvio hexia
61119,Shrinking Charm
61123,Levitation Charm
61123,Shrinking Charm
61125,Blasting Curse
61125,Cruciatus Curse
61125,Portus
61126,Water-Making Spell
61126,Dissendium
61126,Imperius Curse
61128,Memory Charm
61130,Vera Verto
61130,Water-Making Spell
61133,Reverse Spell
61133,Revelio Charm
61133,Exploding Charm
61134,Cistem Aperio
61134,Lumos Solem Spell
61134,General Counter-Spell
61135,Lumos Solem Spell
61135,Locomotion Charm
61137,Leg-Locker Curse
61139,Expulso Curse
61139,Repello Inimicum
61146,Tickling Charm
61146,Mending Charm
61146,General Counter-Spell
61147,Fire-Making Spell
61147,Blasting Curse
61147,Muggle-Repelling Charm
61149,Spider repelling spell
61150,Brackium Emendo
61150,Spider repelling spell
61155,Cistem Aperio
61156,Human Presence Revealing Spell
61156,Protego totalum
61156,Wand-Lighting Charm
61157,Cistem Aperio
61157,Lumos Maxima
61158,Snake-Vanishing Spell
61158,Imperius Curse
61160,Vera Verto
61161,Sectumsempra
61163,Water-Making Spell
61163,Dissendium
61163,Lumos Solem Spell
61164,Incarcerous Spell
61164,Slowing Charm
61164,Unlocking Charm
61165,Memory Charm
61165,Levitation Charm
61167,Peskipiksi Pesternomi
61167,Killing Curse
61167,Patronus Charm
61172,Oppugno Jinx
61172,Brackium Emendo
61172,Full Body-Bind Curse
61173,Protego totalum
61173,Repello Inimicum
61173,Salvio hexia
61174,Repello Inimicum
61178,Exploding Charm
61178,Repello Inimicum
61179,Impediment Jinx
61179,Vera Verto
61180,Boggart-Banishing Spell
61180,Slowing Charm
61180,Peskipiksi Pesternomi
61181,Snake-Vanishing Spell
61183,Cruciatus Curse
61184,Lumos Maxima
61184,Revelio Charm
61184,Human Presence Revealing Spell
61185,Dissendium
61185,Snake Summons Spell
61185,Piertotum Locomotor
61186,Expulso Curse
61186,Snake Summons Spell
61186,Vera Verto
61190,Wand-Extinguishing Charm
61190,Tickling Charm
61191,Episkey
61191,Mending Charm
61192,Levitation Charm
61197,Spider repelling spell
61198,Snake Summons Spell
61202,Imperius Curse
61202,Protego totalum
61202,Revulsion Jinx
61203,Water-Making Spell
61203,Snake Summons Spell
61203,Impediment Jinx
61204,Snake-Vanishing Spell
61205,Slowing Charm
61205,Human Presence Revealing Spell
61205,Launch an object up into the air
61207,Locking Spell
61208,Wand-Lighting Charm
61208,Peskipiksi Pesternomi
61208,Launch an object up into the air
61210,Killing Curse
61210,Spider repelling spell
61210,Oppugno Jinx
61217,Slowing Charm
61217,General Counter-Spell
61218,Protego totalum
61218,Snake-Vanishing Spell
61220,Cistem Aperio
61221,Incarcerous Spell
61222,Cistem Aperio
61222,Leg-Locker Curse
61224,Boggart-Banishing Spell
61233,Unlocking Charm
61233,Brackium Emendo
61235,Reverse Spell
61238,Reverse Spell
61238,Wand-Lighting Charm
61238,Expulso Curse
61240,Portus
61240,Mending Charm
61244,Shrinking Charm
61244,Lumos Solem Spell
61244,Mending Charm
61245,Expulso Curse
61247,General Counter-Spell
61247,Vera Verto
61248,Locomotion Charm
61248,Slowing Charm
61250,Patronus Charm
61250,Repello Inimicum
61251,Locomotion Charm
61255,Wand-Extinguishing Charm
61255,Revulsion Jinx
61257,Blasting Curse
61258,Killing Curse
61260,Lumos Solem Spell
61260,Snake-Vanishing Spell
61260,Human Presence Revealing Spell
61262,Episkey
61267,Dissendium
61268,General Counter-Spell
61268,Full Body-Bind Curse
61271,Water-Making Spell
61271,Human Presence Revealing Spell
61274,Boggart-Banishing Spell
61274,Summoning Charm
61274,Impediment Jinx
61275,Muggle-Repelling Charm
61275,Expulso Curse
61279,Salvio hexia
61279,Protego Maxima
61284,Oppugno Jinx
61284,Lumos Maxima
61285,Disarming Charm
61285,Reverse Spell
61285,Shrinking Charm
61287,Full Body-Bind Curse
61290,Slowing Charm
61291,Reverse Spell
61291,Revelio Charm
61291,Muggle-Repelling Charm
61292,Mending Charm
61292,Freezing Charm
61294,Freezing Charm
61294,Muggle-Repelling Charm
61294,Muffliato Charm
61295,Wand-Extinguishing Charm
61303,Blasting Curse
61303,Locking Spell
61305,Shield Charm
61305,Cruciatus Curse
61305,Killing Curse
61307,Locomotion Charm
61307,Killing Curse
61309,Reverse Spell
61309,Impediment Jinx
61310,Spider repelling spell
61310,Leg-Locker Curse
61310,Unlocking Charm
61312,Impediment Jinx
61312,Wand-Lighting Charm
61313,Unlocking Charm
61314,Killing Curse
61319,Expulso Curse
61323,Oppugno Jinx
61324,Incarcerous Spell
61326,Muggle-Repelling Charm
61327,Vera Verto
61328,Revelio Charm
61328,Killing Curse
61329,Episkey
61329,General Counter-Spell
61330,Lumos Maxima
61330,Stunning Spell
61334,Wand-Extinguishing Charm
61334,Stunning Spell
61336,Imperius Curse
61337,Revelio Charm
61337,Wand-Extinguishing Charm
61337,Repello Inimicum
61339,Levitation Charm
61339,Expulso Curse
61340,Engorgement Charm
61342,Levicorpus
61342,Sectumsempra
61342,Piertotum Locomotor
61343,Full Body-Bind Curse
61349,Water-Making Spell
61355,Severing Charm
61361,Expulso Curse
61361,Launch an object up into the air
61361,Summoning Charm
61365,Slowing Charm
61365,Exploding Charm
61365,Patronus Charm
61368,Protego Maxima
61368,General Counter-Spell
61368,Levicorpus
61371,Slowing Charm
61375,Spider repelling spell
61375,Human Presence Revealing Spell
61375,Slowing Charm
61376,Locking Spell
61376,Vera Verto
61376,Full Body-Bind Curse
61377,Sectumsempra
61377,Revelio Charm
61379,Spider repelling spell
61379,Summoning Charm
61379,Muffliato Charm
61380,Fire-Making Spell
61380,Freezing Charm
61380,Revulsion Jinx
61381,Muggle-Repelling Charm
61382,Snake-Vanishing Spell
61387,Impediment Jinx
61395,Brackium Emendo
61395,Leg-Locker Curse
61395,Disarming Charm
61396,Reverse Spell
61396,Human Presence Revealing Spell
61396,Lumos Solem Spell
61398,Vera Verto
61398,Wand-Extinguishing Charm
61404,Dissendium
61405,Peskipiksi Pesternomi
61405,Unlocking Charm
61407,Snake Summons Spell
61410,Slowing Charm
61411,Tickling Charm
61419,Lumos Maxima
61419,Expulso Curse
61423,Blasting Curse
61424,Freezing Charm
61424,Mending Charm
61426,Repello Inimicum
61430,Tickling Charm
61430,Memory Charm
61434,Lumos Maxima
61434,Engorgement Charm
61434,Memory Charm
61435,Human Presence Revealing Spell
61435,Freezing Charm
61436,Wand-Extinguishing Charm
61436,Portus
61436,Tickling Charm
61437,Lumos Solem Spell
61442,Killing Curse
61442,Peskipiksi Pesternomi
61445,Patronus Charm
61445,Stunning Spell
61445,Peskipiksi Pesternomi
61446,Slowing Charm
61449,Patronus Charm
61449,Water-Making Spell
61449,Muffliato Charm
61451,Expulso Curse
61451,Cistem Aperio
61453,Impediment Jinx
61453,Freezing Charm
61453,Tickling Charm
61454,Memory Charm
61454,Oculus Reparo
61455,Tickling Charm
61456,Stunning Spell
61456,Levitation Charm
61456,Reverse Spell
61457,Unlocking Charm
61457,Incarcerous Spell
61458,Leg-Locker Curse
61459,Vera Verto
61459,Leg-Locker Curse
61462,Spider repelling spell
61462,Lumos Maxima
61469,Impediment Jinx
61469,Memory Charm
61469,Oculus Reparo
61470,Vera Verto
61473,Sectumsempra
61473,Launch an object up into the air
61473,Engorgement Charm
61475,Imperius Curse
61477,Cruciatus Curse
61477,Dissendium
61477,Disarming Charm
61478,Impediment Jinx
61478,Full Body-Bind Curse
61478,Revelio Charm
61480,Human Presence Revealing Spell
61480,Disarming Charm
61481,Boggart-Banishing Spell
61481,Muffliato Charm
61481,Protego Maxima
61482,Revulsion Jinx
61482,Killing Curse
61482,Full Body-Bind Curse
61483,Boggart-Banishing Spell
61483,Shrinking Charm
61483,Blasting Curse
61486,Reverse Spell
61486,Stunning Spell
61486,Shield Charm
61487,Incarcerous Spell
61487,Freezing Charm
61489,Levitation Charm
61490,Impediment Jinx
61491,Memory Charm
61491,Revulsion Jinx
61491,Launch an object up into the air
61497,Wand-Extinguishing Charm
61497,Fire-Making Spell
61497,Full Body-Bind Curse
61498,Full Body-Bind Curse
61504,Locking Spell
61504,Episkey
61504,Protego totalum
61505,Slowing Charm
61505,Dissendium
61505,Wand-Lighting Charm
61508,Exploding Charm
61508,Protego totalum
61513,Impediment Jinx
61514,Leg-Locker Curse
61516,Patronus Charm
61516,Freezing Charm
61516,Summoning Charm
61519,Wand-Lighting Charm
61520,Brackium Emendo
61520,Blasting Curse
61520,Revelio Charm
61523,Engorgement Charm
61523,Repello Inimicum
61523,Shield Charm
61524,Engorgement Charm
61524,Oculus Reparo
61525,Revelio Charm
61525,Dissendium
61528,Severing Charm
61529,Brackium Emendo
61529,Blasting Curse
61530,Sectumsempra
61530,Levicorpus
61530,Memory Charm
61532,Repello Inimicum
61534,Tickling Charm
61534,Snake Summons Spell
61540,Protego totalum
61542,Revulsion Jinx
61542,Imperius Curse
61542,Lumos Maxima
61544,Leg-Locker Curse
61546,Blasting Curse
61547,Sectumsempra
61547,Locomotion Charm
61552,Locking Spell
61552,Oppugno Jinx
61558,Piertotum Locomotor
61564,Leg-Locker Curse
61567,Engorgement Charm
