ЧЛВК_ИД,ТИП_ВОИНА,ПРЕДВОДИТЕЛЬ_ИД,ЗДОРОВЬЕ,БРОНЯ,ОРУЖИЕ
84380,Vampire,74970,57,83,65
84383,Zombie,52741,89,79,17
84384,Zombie,68870,95,80,39
84385,Efreet,9218,69,50,7
84389,Goblin,84896,92,3,72
84393,PowerLich,97578,68,23,27
84394,Orc,56492,46,43,95
84398,Sprite,56453,48,59,17
84400,RoyalGriffin,28832,73,28,100
84401,Pikeman,22164,75,30,5
84404,Pixie,82197,89,43,19
84409,WaterElemental,60135,77,70,77
84412,Scorpicore,67894,57,85,59
84416,Unicorn,59842,3,60,71
84417,MasterGenie,24342,17,69,46
84419,GnollMarauder,99379,5,96,57
84422,Monk,83367,58,58,42
84424,SkeletonWarrior,97411,90,76,19
84427,Devil,60663,30,9,51
84428,Wraith,14819,56,73,80
84429,Familiar,564,14,66,72
84430,GhostDragon,40871,2,81,63
84432,Griffin,58927,18,81,78
84433,LizardWarrior,83637,63,9,41
84434,Orc,66881,77,35,13
84435,WarUnicorn,4251,92,25,35
84436,Thunderbird,62277,86,92,26
84437,MedusaQueen,62926,31,24,90
84439,Beholder,44405,15,83,49
84440,BattleDwarf,31641,48,13,6
84441,Sprite,65819,55,8,37
84442,PitLord,82359,64,16,40
84443,AirElemental,65262,66,21,73
84444,AzureDragon,67654,73,69,48
84446,Giant,5989,35,67,28
84447,Unicorn,24691,47,42,42
84449,Manticore,21381,16,5,53
84451,Griffin,58559,95,52,65
84452,Cerberus,23911,28,33,31
84453,InfernalTroglodyte,87057,66,11,61
84456,Beholder,33504,75,88,16
84461,Monk,32897,5,76,99
84462,MasterGenie,91335,95,53,76
84464,Lich,82181,95,86,91
84465,NagaQueen,94402,61,78,88
84468,BlackKnight,25759,68,79,7
84470,WoodElf,37447,2,99,46
84471,Gnoll,17388,8,93,1
84472,WarUnicorn,80770,73,22,12
84473,WarUnicorn,78436,30,10,99
84476,Mummy,40576,26,68,65
84478,Cerberus,2683,8,31,19
84482,Swordsman,48165,99,50,7
84483,WolfRaider,84993,60,2,94
84485,Orc,24634,9,58,9
84486,Titan,46867,6,66,23
84488,ChaosHydra,98762,48,85,86
84489,Efreet,36694,99,86,75
84491,GrandElf,46085,23,94,23
84492,WyvernMonarch,95496,23,30,85
84494,HarpyHag,59153,83,68,85
84499,GreenDragon,46790,81,53,46
84501,BlackKnight,78827,66,83,76
84502,EvilEye,17788,93,54,54
84505,AncientBehemoth,76289,66,47,81
84506,Orc,82152,16,37,15
84508,Angel,2931,53,40,60
84509,Halberdier,95199,42,7,18
84510,StoneGargoyle,42840,11,65,98
84511,Demon,31170,86,51,27
84512,Goblin,35760,28,77,14
84514,Efreet,88298,3,96,14
84517,Titan,65596,29,96,55
84518,GreaterBasilisk,12868,61,25,58
84521,Harpy,18148,23,28,70
84523,Devil,61667,67,6,93
84524,Cyclops,27065,97,69,1
84525,Magog,89779,24,96,4
84526,MagmaElemental,51600,94,27,56
84527,DendroidSoldier,28707,36,94,85
84530,SkeletonWarrior,9033,74,73,88
84532,Titan,3502,57,89,74
84534,Beholder,82575,12,69,89
84535,Archer,10143,39,57,36
84537,Goblin,16409,92,5,16
84540,RustDragon,44210,42,64,22
84543,Giant,82391,44,18,36
84544,Gog,29558,64,78,42
84548,Peasant,21031,65,77,5
84549,RedDragon,57570,1,51,4
84550,RedDragon,5949,66,6,90
84551,Behemoth,51476,77,5,60
84553,WaterElemental,47137,36,52,70
84557,MinotaurKing,36315,88,53,57
84558,Cerberus,98220,51,87,87
84559,WoodElf,38745,70,66,49
84560,CentaurCaptain,80929,60,91,36
84561,Troll,1063,32,8,98
84562,Champion,26395,33,25,29
84563,RoyalGriffin,49150,77,48,99
84565,Lich,35571,96,19,9
84566,Cavalier,17254,23,97,26
84573,DiamondGolem,61857,42,16,86
84574,Gnoll,88858,2,13,92
84576,Troglodyte,49952,28,80,66
84577,Titan,59726,9,52,34
84578,Titan,13293,89,91,15
84581,Gog,9686,4,57,66
84582,Goblin,66200,32,44,5
84583,Halberdier,83320,66,11,64
84585,CentaurCaptain,74688,60,3,35
84586,InfernalTroglodyte,7599,18,68,4
84587,Titan,90697,15,42,36
84588,Cerberus,77604,62,91,11
84589,WolfRaider,79516,99,91,88
84594,Hobgoblin,60044,50,58,64
84595,RedDragon,2963,81,45,27
84600,SilverPegasus,37042,17,45,19
84601,GreaterBasilisk,57422,4,32,47
84604,Pikeman,3319,60,7,28
84609,Pixie,8420,87,89,72
84610,Mage,79622,8,27,65
84611,HornedDemon,78747,40,3,4
84613,ArchDevil,8880,12,100,39
84614,ArchMage,41328,67,98,74
84615,ObsidianGargoyle,69316,18,62,7
84617,MinotaurKing,98814,32,5,88
84618,Crusader,64785,34,7,40
84619,RoyalGriffin,55617,56,37,94
84620,Harpy,86865,6,94,89
84621,CyclopsKing,95647,69,40,66
84622,Scorpicore,79191,77,10,41
84625,Mummy,87903,73,21,52
84627,GoldGolem,70493,94,89,96
84628,BlackDragon,72910,14,8,67
84630,StormElemental,69275,45,99,89
84631,Halfling,12775,55,89,19
84632,Demon,39750,70,55,3
84634,Halberdier,68975,69,40,76
84636,EfreetSultan,20020,93,36,27
84637,ObsidianGargoyle,88142,63,97,75
84638,DendroidSoldier,98341,20,17,44
84639,PitLord,95678,66,74,20
84642,IceElemental,14569,24,49,61
84644,Swordsman,92987,83,17,73
84646,RedDragon,42298,25,35,30
84647,RedDragon,46175,32,53,17
84657,Peasant,25596,86,42,79
84658,WolfRaider,37164,74,17,41
84662,Devil,81121,39,55,45
84668,GoldDragon,97578,4,62,31
84669,WarUnicorn,76001,61,82,91
84670,Angel,84080,14,84,73
84672,HarpyHag,5425,60,20,8
84674,Boar,87878,2,91,68
84676,Sharpshooter,29140,72,89,9
84679,PitLord,9697,99,6,78
84680,Magog,88927,22,97,2
84682,BattleDwarf,54219,14,33,32
84683,Wight,17313,66,40,23
84685,Zealot,2768,55,32,10
84686,HellHound,20026,81,98,13
84688,Boar,67414,18,20,52
84691,AzureDragon,7599,82,92,89
84692,ChaosHydra,81723,71,100,91
84693,WoodElf,15080,41,28,33
84694,Hydra,97905,46,9,60
84696,BattleDwarf,14906,33,39,60
84700,Medusa,13750,88,48,85
84702,Titan,42064,98,48,9
84703,Archer,46457,13,58,53
84704,AncientBehemoth,56006,95,82,22
84705,DendroidGuard,82483,97,20,67
84707,Nomad,61372,50,85,69
84708,MagmaElemental,92702,19,59,76
84711,HarpyHag,76648,30,32,17
84713,Angel,56734,76,25,19
84715,Troll,28003,29,88,47
84716,RoyalGriffin,21972,14,47,54
84717,BlackDragon,43366,75,67,100
84718,GoldGolem,78421,27,94,55
84720,Marksman,36842,2,9,15
84721,Mage,84111,1,26,34
84722,EnergyElemental,39550,35,15,17
84723,AirElemental,16173,64,76,73
84726,Giant,72896,31,69,49
84727,GoldGolem,94634,67,77,52
84728,Imp,48722,99,83,6
84729,Sprite,87464,30,30,74
84731,Basilisk,9704,51,42,98
84736,Efreet,43406,11,48,44
84738,DendroidSoldier,410,75,36,4
84741,Vampire,68331,2,74,91
84742,Efreet,44436,70,13,46
84743,MasterGremlin,87265,48,64,89
84744,SilverPegasus,5390,100,75,87
84745,Minotaur,60603,60,13,29
84746,ObsidianGargoyle,11941,11,7,19
84747,InfernalTroglodyte,31659,7,80,95
84748,Archer,10031,37,31,61
84749,Troll,49179,77,30,82
84750,SerpentFly,25539,55,46,57
84751,Sharpshooter,97429,44,98,53
84754,DendroidSoldier,34421,57,1,14
84755,Familiar,56575,24,58,38
84757,ArchDevil,75385,62,5,55
84759,BoneDragon,66222,4,33,74
84761,RoyalGriffin,21298,80,95,70
84763,VampireLord,13094,29,84,29
84765,Wight,21777,1,52,10
84768,RedDragon,43485,42,85,9
84770,Peasant,50756,48,38,14
84772,Pikeman,42450,59,47,40
84773,Giant,44186,56,67,55
84777,MagicElemental,40363,3,6,20
84778,CrystalDragon,9460,74,41,67
84779,HornedDemon,20692,60,74,56
84780,Familiar,43432,32,97,96
84783,BlackKnight,54925,43,96,35
84784,WalkingDead,36710,67,63,63
84785,Zombie,27207,2,19,42
84786,CentaurCaptain,14297,93,22,11
84788,Beholder,95845,64,55,87
84790,PitLord,52188,71,40,36
84791,Efreet,92010,70,58,45
84793,StormElemental,73142,10,5,93
84794,Peasant,69557,82,82,94
84798,WolfRaider,824,87,63,92
84799,Lich,26989,41,36,25
84800,Orc,95910,73,58,35
84801,Basilisk,18329,32,24,21
84802,Manticore,80979,86,84,82
84803,ArchDevil,97609,73,28,96
84804,HellHound,88914,87,14,60
84806,CentaurCaptain,78339,91,27,35
84810,Titan,17002,86,41,65
84814,Mummy,96597,57,13,49
84815,Troll,78048,93,32,52
84816,Orc,64757,69,35,60
84818,Genie,47509,26,14,40
84819,Lizardman,81499,98,6,95
84820,Lich,75541,19,82,70
84821,ChaosHydra,31027,44,21,69
84823,ObsidianGargoyle,60464,94,15,55
84824,ArchDevil,97074,84,35,17
84825,WoodElf,30753,81,1,25
84831,Halberdier,28378,8,56,57
84833,IronGolem,64691,21,84,31
84834,Behemoth,17788,28,7,52
84835,AncientBehemoth,13035,75,26,89
84836,FaerieDragon,51175,69,25,48
84837,SerpentFly,60795,5,31,98
84838,PitLord,64344,73,39,58
84839,Champion,12685,4,68,95
84840,InfernalTroglodyte,38574,23,59,21
84842,PitFiend,41500,1,98,42
84843,Mage,28675,6,56,33
84844,MedusaQueen,10868,49,90,4
84846,Minotaur,20771,90,52,75
84847,Magog,19286,60,100,52
84848,Wraith,72303,30,88,77
84850,SilverPegasus,42504,52,7,82
84851,HarpyHag,16969,95,45,78
84852,Imp,3266,65,44,68
84853,Monk,12275,74,21,14
84854,GhostDragon,22811,29,44,40
84859,EfreetSultan,1776,26,14,29
84860,Gorgon,51910,17,35,82
84863,GoldDragon,79540,17,36,45
84864,StoneGargoyle,95643,70,24,59
84865,DragonFly,33922,9,13,86
84868,WaterElemental,40319,7,62,53
84869,Wight,88086,18,31,26
84872,ArchMage,67051,53,4,41
84873,PitLord,11723,7,28,76
84876,AirElemental,55552,80,19,4
84879,Mummy,20001,40,3,14
84882,Troll,22080,16,46,79
84883,GoldDragon,38669,73,76,53
84887,Archer,15413,55,33,31
84888,Roc,56647,22,60,77
84890,Hobgoblin,11580,59,68,33
84892,Wight,73861,67,41,27
84893,Cerberus,39705,93,88,4
84897,BattleDwarf,32730,3,6,56
84898,FaerieDragon,39779,36,5,71
84899,Wight,31368,88,45,30
84900,Naga,1415,26,15,90
84901,Enchanter,3805,32,13,43
84902,LizardWarrior,88954,66,70,14
84903,Mage,6782,82,82,23
84904,FireElemental,76873,5,90,39
84906,RoyalGriffin,64126,29,10,77
84910,HellHound,27515,90,63,5
84912,PsychicElemental,22293,38,29,28
84914,Rogue,49704,9,43,1
84915,Mummy,1502,64,31,57
84917,Archangel,71620,83,2,2
84918,GhostDragon,77589,43,1,4
84920,VampireLord,28380,33,95,94
84921,EnergyElemental,53251,51,47,67
84922,Angel,503,8,31,90
84924,Halberdier,72359,48,6,79
84925,Lich,69569,44,25,16
84926,MagicElemental,18645,69,9,64
84928,Harpy,53001,23,83,40
84929,Wyvern,67435,78,18,56
84931,GoldGolem,13312,49,17,75
84933,Cerberus,27769,70,69,34
84936,WoodElf,17992,48,43,84
84937,FaerieDragon,7818,2,35,95
84939,Naga,68647,53,37,28
84941,WalkingDead,53222,17,64,10
84942,Archangel,36734,49,15,65
84945,DiamondGolem,45485,76,66,61
84949,Skeleton,51033,49,57,64
84950,IronGolem,80557,79,23,13
84954,SilverPegasus,52697,34,42,27
84956,Zombie,293,97,11,54
84957,DragonFly,51610,58,25,65
84958,Sprite,24691,51,45,9
84961,Gog,3263,65,15,33
84962,EvilEye,89633,13,56,70
84966,RedDragon,75899,79,63,78
84968,Rogue,68102,71,49,35
84969,Cerberus,72455,46,12,36
84970,WyvernMonarch,51631,12,20,33
84971,Gnoll,59471,16,32,42
84978,LizardWarrior,64662,20,85,1
84979,Gorgon,84911,98,6,25
84981,WoodElf,77601,1,81,100
84982,WalkingDead,62708,98,49,75
84983,WyvernMonarch,73772,9,35,82
84985,IceElemental,44597,42,66,33
84987,DreadKnight,73487,28,90,83
84989,MightyGorgon,68541,33,76,96
84990,Minotaur,96966,98,90,96
84994,EfreetSultan,56492,45,40,39
84996,HellHound,28162,59,82,6
84997,Rogue,84616,12,12,2
85000,WaterElemental,51059,8,56,3
85002,MasterGremlin,9911,40,54,15
85003,BlackKnight,96690,55,15,51
85004,EvilEye,63133,32,66,13
85005,VampireLord,29949,52,46,9
85006,Sprite,27760,8,89,65
85009,ArchMage,81826,37,95,16
85012,Rogue,91468,44,22,83
85013,DendroidGuard,74643,98,14,67
85015,Gnoll,69430,93,95,96
85016,Cavalier,58243,5,45,43
85017,Demon,25799,62,44,61
85018,IceElemental,26085,39,12,85
85019,Boar,17270,98,6,70
85020,Orc,72519,82,99,94
85021,LizardWarrior,27929,48,82,60
85023,Nomad,15393,87,26,36
85024,ArchMage,80216,56,27,83
85026,SerpentFly,74725,13,86,13
85030,RustDragon,21307,97,75,95
85031,BoneDragon,52888,87,35,42
85034,Wraith,83361,50,66,84
85035,GoldDragon,57633,12,11,39
85036,Demon,63523,9,2,40
85037,SilverPegasus,66627,83,22,13
85039,ObsidianGargoyle,7383,99,14,33
85043,FireElemental,32467,77,97,55
85044,Marksman,28780,78,62,25
85045,Titan,44458,54,61,30
85047,IronGolem,89371,36,77,48
85048,Mummy,42405,9,78,72
85051,Lich,45594,63,66,77
85054,DragonFly,77123,86,24,14
85056,EfreetSultan,7803,74,99,60
85058,Hydra,28374,34,2,14
85059,MightyGorgon,93382,38,70,82
85060,Hobgoblin,37405,50,2,92
85061,RoyalGriffin,36801,62,36,9
85062,Gnoll,33208,27,34,81
85065,GrandElf,46461,48,23,39
85066,GrandElf,57439,71,69,5
85067,RustDragon,81456,83,25,60
85069,Manticore,85808,11,17,15
85071,GoldGolem,23948,89,51,58
85072,FaerieDragon,14481,72,32,79
85073,GnollMarauder,7763,76,78,13
85075,MasterGremlin,73361,84,86,45
85076,PowerLich,83656,24,83,93
85077,Minotaur,62215,17,82,37
85081,Sharpshooter,88043,39,24,86
85082,Centaur,6177,84,64,14
85088,GreenDragon,79288,13,3,62
85089,StoneGolem,87464,77,3,94
85091,OrcChieftain,48198,61,28,92
85092,GreaterBasilisk,47363,25,44,56
85094,StoneGargoyle,72370,75,38,40
85095,MagicElemental,11846,73,37,57
85096,Harpy,21944,56,16,73
85098,MagmaElemental,55342,64,45,8
85101,CyclopsKing,12088,17,76,75
85102,Lizardman,80546,60,76,29
85103,BattleDwarf,20687,83,31,14
85106,Marksman,12067,48,52,69
85108,Nomad,46710,41,76,36
85113,Scorpicore,18925,5,44,39
85115,Gremlin,28389,72,77,96
85116,Ogre,18106,12,13,69
85117,Efreet,51142,12,98,67
85119,Gnoll,57244,38,39,66
85120,Sprite,41468,93,13,37
85121,Gog,3093,95,18,97
85124,GreaterBasilisk,34306,86,8,71
85127,StormElemental,86502,97,44,65
85128,Crusader,63133,22,15,100
85129,WaterElemental,6961,17,46,69
85130,PitLord,25717,51,25,53
85131,SkeletonWarrior,38298,45,48,43
85132,BoneDragon,12667,22,32,80
85135,Cerberus,40226,8,4,68
85136,SkeletonWarrior,8678,12,44,7
85137,BlackKnight,29921,72,34,60
85138,Sharpshooter,63000,22,11,44
85140,StormElemental,54926,74,82,95
85141,BlackKnight,98261,6,59,75
85143,HornedDemon,97377,18,27,27
85144,Scorpicore,77340,93,29,27
85146,RustDragon,26716,33,82,77
85149,StormElemental,79196,5,56,100
85150,MagicElemental,65157,11,69,43
85154,Gog,51785,42,66,23
85156,OrcChieftain,14297,18,92,79
85159,RedDragon,9547,29,50,84
85160,WarUnicorn,26470,89,35,5
85163,Cerberus,1961,76,91,28
85164,Lich,82824,69,17,15
85168,Troll,46809,67,85,59
85170,Wight,33413,63,41,51
85171,Monk,28058,4,40,5
85172,Archer,88329,11,39,95
85173,WolfRaider,98209,87,8,73
85175,Devil,78118,70,31,72
85177,Halfling,28361,91,48,29
85180,Archangel,56036,48,78,53
85181,Ogre,31938,81,2,26
85182,ArchDevil,56171,85,69,85
85185,Boar,79152,93,80,79
85187,GreenDragon,76513,41,38,6
85189,Cyclops,22351,19,52,68
85190,PowerLich,22052,16,67,39
85191,AncientBehemoth,81933,30,38,10
85194,Sprite,62078,45,34,39
85195,WoodElf,90277,16,70,25
85199,Angel,46181,27,17,17
85200,Gorgon,97901,1,66,99
85203,Halberdier,37232,11,3,53
85209,Sharpshooter,90722,2,25,59
85210,Rogue,74821,76,95,38
85211,GhostDragon,232,51,95,11
85213,StoneGargoyle,79341,86,55,5
85219,Behemoth,63413,72,15,22
85220,Lizardman,19127,69,84,83
85221,Troll,27915,98,80,53
85222,MightyGorgon,50225,32,38,65
85223,AncientBehemoth,66293,48,13,51
85226,Hobgoblin,1159,18,55,40
85227,Firebird,93262,28,83,40
85229,LizardWarrior,38599,99,51,82
85235,Troglodyte,46098,1,41,99
85236,Cavalier,28459,18,62,12
85238,Giant,5945,77,60,66
85239,Swordsman,68672,65,67,15
85240,Halfling,83822,27,5,92
85242,BlackDragon,45300,25,78,38
85244,Thunderbird,55639,44,83,73
85246,GoldGolem,72469,9,35,29
85248,Giant,97262,87,62,43
85250,Cerberus,80440,62,24,64
85253,Archer,76662,54,41,46
85254,Troglodyte,80771,91,65,1
85255,Demon,98627,31,79,67
85256,WaterElemental,39395,91,64,84
85257,Monk,76572,41,96,6
85258,Cyclops,14795,20,70,58
85259,Devil,28002,21,52,71
85261,Angel,30937,38,56,12
85262,Hobgoblin,41054,62,47,78
85265,FaerieDragon,33864,41,16,82
85266,WoodElf,54233,46,21,61
85269,Medusa,80836,19,13,57
85271,PitLord,51887,38,17,43
85274,EfreetSultan,33768,95,22,94
85276,StormElemental,79018,48,12,36
85277,AirElemental,55908,67,80,2
85278,BlackDragon,2434,93,75,27
85279,CrystalDragon,27255,43,96,10
85280,Titan,82770,100,18,23
85281,HarpyHag,80658,80,37,89
85282,DendroidGuard,73103,18,66,55
85283,PitFiend,42553,19,22,31
85284,MagmaElemental,3390,1,11,30
85287,WaterElemental,78409,83,63,32
85288,Medusa,82179,72,89,73
85289,Lich,82469,29,9,67
85293,Lizardman,82483,56,75,92
85297,Medusa,46377,27,43,94
85298,Lizardman,83656,53,58,16
85299,AirElemental,3276,72,83,36
85301,CentaurCaptain,32125,32,10,94
85303,InfernalTroglodyte,39725,57,9,89
85305,Devil,39619,64,83,41
85306,Nomad,22937,29,79,92
85307,Cavalier,34112,88,6,11
85308,OrcChieftain,31489,94,19,28
85311,Sprite,73288,55,27,39
85314,GhostDragon,25717,41,48,10
85315,AzureDragon,87426,19,10,12
85317,Titan,22134,10,39,29
85318,PsychicElemental,6409,70,39,53
85320,Halberdier,67458,59,33,7
85321,ObsidianGargoyle,17030,58,50,67
85322,Lizardman,66775,100,15,65
85323,Demon,44395,21,25,37
85324,FireElemental,38101,87,23,20
85326,GreaterBasilisk,19550,14,38,51
85327,Enchanter,45515,52,96,2
85328,HornedDemon,10159,10,83,14
85331,ChaosHydra,67051,75,79,31
85332,PitFiend,58513,90,37,64
85333,Firebird,56301,62,37,8
85336,MagicElemental,3051,29,99,45
85337,Pegasus,38020,7,30,54
85339,Boar,7727,88,61,20
85341,HarpyHag,78620,63,93,38
85345,Magog,90722,80,92,21
85346,Angel,64611,11,99,75
85347,Gog,25951,91,81,19
85348,Swordsman,71344,30,50,95
85349,InfernalTroglodyte,73060,80,71,17
85350,RedDragon,67090,7,24,38
85351,Firebird,22558,38,74,25
85354,OgreMage,73639,24,84,7
85355,Halberdier,74185,69,54,53
85361,Nomad,84448,29,62,79
85363,EvilEye,70418,100,24,10
85364,EnergyElemental,91428,91,10,32
85365,RedDragon,78257,44,66,52
85370,PitLord,34122,11,91,59
85371,Genie,39246,64,77,97
85373,Dwarf,55566,91,68,80
85376,Orc,50593,29,1,83
85377,Magog,39389,59,78,43
85379,FireElemental,67760,6,89,34
85384,EarthElemental,52789,18,84,41
85386,GoldGolem,35782,5,34,86
85388,ArchMage,44604,4,27,76
85389,EvilEye,38848,99,88,45
85390,Demon,65025,47,12,86
85391,Archangel,71315,31,11,16
85392,Enchanter,24935,99,56,40
85394,GrandElf,53830,47,95,14
85397,Orc,91850,38,100,46
85398,Behemoth,79300,14,19,19
85399,InfernalTroglodyte,48132,30,6,25
85400,RustDragon,36637,44,100,91
85404,Goblin,20172,31,71,20
85406,WalkingDead,15289,62,95,94
85407,IronGolem,90099,46,9,22
85408,GoldDragon,92322,63,87,68
85410,WolfRider,16643,38,48,23
85411,Gorgon,47159,92,18,92
85412,Medusa,31688,26,92,94
85413,DendroidGuard,59441,63,15,99
85414,Vampire,4875,32,71,91
85418,Manticore,22640,56,88,83
85419,RedDragon,97243,71,24,24
85422,HarpyHag,39835,82,57,85
85423,Devil,13091,80,95,75
85424,Dwarf,80751,97,28,34
85427,BoneDragon,58306,6,75,88
85430,GnollMarauder,31071,55,23,52
85432,BoneDragon,23775,72,93,67
85433,Naga,95020,99,30,99
85435,Halfling,57632,1,67,26
85436,GoldGolem,54812,79,67,82
85439,GoldGolem,44904,95,67,9
85441,SerpentFly,78264,50,93,42
85442,Nomad,17866,58,26,61
85446,ArchMage,88544,54,81,31
85447,InfernalTroglodyte,16414,56,87,47
85448,AzureDragon,76300,31,62,15
85449,Unicorn,60954,35,93,67
85450,Halberdier,86085,6,53,65
85451,MagmaElemental,49472,19,90,75
85453,WoodElf,54531,91,54,49
85454,Vampire,36620,51,6,60
85455,Nomad,52697,26,91,59
85457,Wyvern,85811,66,61,90
85458,WoodElf,38572,19,29,57
85462,GreenDragon,94925,67,80,67
85463,GhostDragon,71234,16,70,47
85464,Champion,29743,31,12,3
85465,StormElemental,88921,66,78,12
85466,WoodElf,89810,1,48,9
85467,MagmaElemental,57430,14,37,17
85468,Griffin,46804,60,100,82
85470,AzureDragon,99601,20,44,55
85473,Goblin,78310,29,5,3
85475,Beholder,73581,68,74,56
85476,GreaterBasilisk,74249,9,27,68
85477,LizardWarrior,3871,21,78,24
85481,DiamondGolem,60843,11,74,28
85484,GnollMarauder,37340,86,72,68
85486,Basilisk,6774,67,93,5
85488,Hobgoblin,94810,97,92,99
85489,Nomad,11788,54,81,18
85490,SerpentFly,38259,46,67,85
85491,BoneDragon,80806,33,26,85
85492,Champion,76384,59,33,44
85494,Sprite,67004,47,24,77
85496,Enchanter,90963,84,36,96
85500,RustDragon,89605,90,11,63
85502,Centaur,72301,51,42,36
85505,StoneGargoyle,72492,58,4,97
85506,Lizardman,19366,62,14,11
85507,MasterGenie,42922,38,28,89
85508,Demon,43326,99,81,84
85509,GrandElf,41838,50,55,3
85510,Medusa,54315,82,17,83
85511,Vampire,37561,39,79,5
85513,Hobgoblin,40462,60,39,91
85514,Giant,97021,25,54,52
85515,Lich,93628,68,84,99
85516,Harpy,39945,50,92,13
85519,Wyvern,70755,66,99,93
85520,Firebird,10843,47,81,53
85521,Basilisk,67290,65,59,65
85524,Efreet,49154,7,45,18
85525,Thunderbird,49154,36,3,38
85526,BattleDwarf,77859,84,12,22
85528,Hobgoblin,65235,89,66,59
85530,MinotaurKing,53608,12,16,7
85531,Centaur,29528,64,49,87
85532,WoodElf,18464,73,93,68
85533,GreenDragon,72543,54,91,25
85534,SilverPegasus,9732,10,52,29
85535,Mummy,56196,99,82,81
85536,GreaterBasilisk,58548,55,4,58
85537,CyclopsKing,5994,25,95,73
85539,Gorgon,67594,79,57,21
85540,Medusa,78540,47,79,23
85544,AirElemental,86006,40,55,90
85546,Pixie,82225,25,84,92
85547,Medusa,9725,92,89,46
85550,Gog,85344,6,54,74
85552,Beholder,63273,77,100,12
85553,Halfling,74302,93,75,1
85554,Giant,8849,76,86,96
85556,Genie,69945,24,54,43
85557,BlackDragon,15942,8,61,26
85558,GnollMarauder,55836,67,54,40
85560,Archer,32137,38,18,99
85562,Cavalier,67603,77,13,4
85563,DendroidGuard,59644,88,90,27
85565,CrystalDragon,69251,2,59,15
85570,HellHound,19314,67,68,24
85572,EvilEye,26507,11,65,42
85574,Sharpshooter,33817,64,68,7
85578,RedDragon,38609,54,98,88
85581,FaerieDragon,3678,71,48,25
85585,Wight,31939,55,21,1
85591,StormElemental,92538,62,58,80
85592,HarpyHag,776,97,98,8
85597,Hobgoblin,18590,53,73,73
85598,Peasant,22025,34,85,74
85601,GoldGolem,11169,87,88,81
85602,Minotaur,83077,4,75,16
85603,Zealot,76756,33,24,52
85604,Wight,57403,65,13,52
85606,Vampire,55562,92,88,97
85607,Firebird,76269,15,31,19
85608,Firebird,65134,18,17,72
85609,Halberdier,37059,96,59,28
85610,DragonFly,69424,36,62,32
85612,StoneGolem,72877,22,14,64
85613,Demon,69494,100,60,74
85615,Behemoth,56602,16,82,8
85622,DendroidGuard,38202,46,33,1
85623,Halfling,32627,54,95,28
85626,OrcChieftain,85555,10,21,48
85627,Vampire,70971,90,39,92
85629,GoldDragon,83586,71,66,9
85631,WolfRider,60518,64,49,23
85632,OgreMage,56036,34,34,60
85634,Mummy,56036,87,64,65
85637,EvilEye,27363,27,91,61
85638,Crusader,34850,61,86,69
85639,Wyvern,58939,68,53,85
85640,Pegasus,19649,58,59,47
85641,AncientBehemoth,7060,12,54,71
85642,Vampire,75286,95,78,13
85643,DendroidSoldier,90492,12,67,70
85648,Imp,23499,87,16,97
85649,StormElemental,72436,20,23,90
85650,Giant,54652,11,27,40
85651,MasterGremlin,79161,7,68,21
85653,Pegasus,62013,96,35,98
85659,StoneGolem,33413,80,56,40
85663,RedDragon,20467,22,57,31
85665,Mummy,40118,26,72,20
85666,HornedDemon,45802,81,82,9
85668,DendroidGuard,21477,80,94,85
85670,Halberdier,94530,32,16,2
85671,CrystalDragon,49154,7,32,100
85672,AirElemental,38519,97,42,5
85678,Manticore,68689,4,6,62
85679,StormElemental,53340,8,16,74
85680,GreaterBasilisk,8639,46,9,31
85685,WaterElemental,94676,24,56,39
85686,Cavalier,55472,28,76,16
85688,RoyalGriffin,19107,29,18,24
85691,HellHound,40792,99,99,77
85692,Boar,8038,31,32,61
85694,Halfling,82090,100,90,76
85696,Gorgon,83798,90,9,3
85699,Troll,62504,56,20,3
85702,BlackKnight,1120,20,56,15
85705,Goblin,387,39,92,67
85708,CentaurCaptain,78789,7,30,6
85709,AzureDragon,52411,69,9,52
85710,RedDragon,67582,65,86,92
85711,Firebird,40439,65,6,46
85713,WarUnicorn,11296,99,86,6
85715,Skeleton,34962,94,44,4
85717,Enchanter,31818,75,85,56
85721,MightyGorgon,93447,98,17,15
85725,GrandElf,91144,25,8,84
85728,Beholder,30419,29,3,95
85729,Sprite,80898,96,32,14
85731,Monk,82621,82,92,38
85735,Zombie,60427,38,99,52
85737,RustDragon,41565,63,59,71
85738,Pegasus,54287,13,69,88
85739,BoneDragon,41456,86,33,52
85740,Peasant,99351,36,77,47
85741,OrcChieftain,1776,28,64,33
85743,MinotaurKing,14553,65,13,72
85744,Rogue,24337,93,77,73
85745,Medusa,8451,53,82,81
85746,Imp,80235,71,81,54
85748,StoneGolem,44328,66,96,46
85749,Marksman,21259,55,88,54
85751,MasterGremlin,98467,11,77,98
85753,Nomad,94307,31,65,15
85754,GoldGolem,51952,27,41,32
85756,Peasant,35343,91,92,78
85757,MasterGenie,64089,91,74,16
85759,Vampire,47605,97,3,35
85760,Basilisk,35671,35,20,60
85763,Dwarf,66753,34,53,5
85764,Cyclops,23403,87,38,33
85765,Pixie,27646,63,56,25
85766,MasterGremlin,14977,42,67,21
85767,Cerberus,76105,9,61,60
85769,CentaurCaptain,90532,52,41,39
85771,Naga,13772,57,96,79
