ИД,Страна,Город,Широта,Долгота
73072,UG,Kampala, 2.41669, 30.98551
73073,RU,Moscow, 55.39485, 43.83992
73074,US,New_York, 33.08014, -83.2321
73075,US,New_York, 25.67927, -80.31727
73076,BO,La_Paz, -21.44345, -65.71875
73077,ES,Madrid, 43.32686, -2.98884
73078,IN,Kolkata, 24.81757, 84.63445
73079,PK,Karachi, 27.55898, 68.21204
73080,PH,Manila, 14.62578, 121.12251
73081,US,Los_Angeles, 38.17492, -122.2608
73082,NL,Amsterdam, 52.31333, 6.92917
73083,IT,Rome, 36.92574, 14.72443
73084,BE,Brussels, 51.12794, 4.21372
73085,KH,Phnom_Penh, 13.65805, 102.56365
73086,MX,Mexico_City, 20.21322, -100.88023
73087,US,Los_Angeles, 36.91023, -121.75689
73088,CN,Shanghai, 35.64889, 117.27583
73089,MG,Antananarivo, -22.9, 44.53333
73090,ID,Jakarta, -8.43333, 114.33333
73091,US,Chicago, 33.41012, -91.06177
73092,US,Los_Angeles, 34.95303, -120.43572
73093,IN,Kolkata, 26.76628, 83.36889
73094,US,Chicago, 44.27804, -88.27205
73095,GH,Accra, 7.06273, -1.4001
73096,LT,Vilnius, 54.39635, 24.04142
73097,TD,Ndjamena, 12.18441, 18.69303
73098,DE,Berlin, 51.168, 7.973
73099,AZ,Baku, 41.09246, 45.36561
73100,ZA,Johannesburg, -26.93366, 29.24152
73101,FR,Paris, 48.79325, 2.29275
73102,IR,Tehran, 32.65246, 51.67462
73103,MX,Matamoros, 25.87972, -97.50417
73104,DE,Berlin, 48.52961, 12.16179
73105,CZ,Prague, 48.975658, 14.480255
73106,TN,Tunis, 36.46917, 10.78222
73107,PK,Karachi, 31.96258, 73.97117
73108,CZ,Prague, 50.50301, 13.63617
73109,IN,Kolkata, 27.9247, 78.40102
73110,RU,Moscow, 44.98901, 38.94324
73111,DE,Berlin, 50.72043, 11.34046
73112,DE,Berlin, 47.98372, 10.18527
73113,US,Chicago, 36.61033, -88.31476
73114,DE,Berlin, 50.64336, 7.2278
73115,CN,Shanghai, 27.92333, 118.53333
73116,DE,Berlin, 49.5099, 6.74549
73117,CN,Shanghai, 24.28859, 116.11768
73118,CN,Shanghai, 42.64031, 125.51176
73119,IT,Rome, 44.59445, 11.04979
73120,NG,Lagos, 9.58126, 8.2926
73121,IN,Kolkata, 22.19303, 88.18466
73122,SO,Mogadishu, 9.89206, 43.38531
73123,DE,Berlin, 48.06919, 11.37703
73124,HR,Zagreb, 43.50891, 16.43915
73125,NL,Amsterdam, 52.26083, 7.00417
73126,JP,Tokyo, 39.46667, 141.95
73127,MX,Mexico_City, 20.28527, -103.42897
73128,UA,Kiev, 49.65186, 26.97253
73129,ES,Madrid, 40.70995, 0.57856
73130,US,Chicago, 41.15376, -87.88754
73131,HT,Port-au-Prince, 18.65297, -72.09391
73132,VE,Caracas, 8.35122, -62.64102
73133,BR,Recife, -8.66667, -35.71667
73134,US,Los_Angeles, 34.21639, -119.0376
73135,PK,Karachi, 30.46907, 70.96699
73136,AU,Sydney, -34.28853, 146.05093
73137,AO,Luanda, -11.78333, 19.91667
73138,US,Denver, 40.65995, -111.99633
73139,KR,Seoul, 34.8825, 128.62667
73140,US,Phoenix, 33.50921, -111.89903
73141,CU,Havana, 20.14298, -77.43532
73142,ID,Jakarta, 0.51667, 101.44167
73143,IN,Kolkata, 12.1277, 78.15794
73144,RU,Yekaterinburg, 58.63667, 59.80222
73145,US,New_York, 39.08367, -84.50855
73146,BR,Sao_Paulo, -28.81833, -52.51028
73147,RU,Moscow, 42.819, 47.1192
73148,RU,Moscow, 53.53395, 33.72798
73149,US,Los_Angeles, 33.92946, -116.97725
73150,IN,Kolkata, 30.21121, 74.4818
73151,DE,Berlin, 48.73218, 11.18709
73152,FR,Paris, 48.86667, 2.08333
73153,RU,Krasnoyarsk, 55.54028, 89.20083
73154,US,Chicago, 41.80753, -87.65644
73155,CU,Havana, 23.04419, -82.00919
73156,NA,Windhoek, -21.98333, 16.91667
73157,CM,Douala, 4.96667, 10.7
73158,DE,Berlin, 48.49144, 9.20427
73159,US,Los_Angeles, 34.21639, -119.0376
73160,IT,Rome, 44.89784, 8.86374
73161,UA,Kiev, 49.65186, 26.97253
73162,RE,Reunion, -20.88231, 55.4504
73163,RU,Yekaterinburg, 58.04254, 65.27258
73164,MY,Kuala_Lumpur, 1.6561, 103.6032
73165,US,Indiana, 39.78504, -85.76942
73166,IT,Rome, 40.72586, 8.55552
73167,CR,Costa_Rica, 9.92787, -84.13722
73168,US,New_York, 41.48199, -81.79819
73169,IN,Kolkata, 26.2649, 81.54855
73170,UA,Kiev, 51.67822, 33.9162
73171,MM,Yangon, 14.0823, 98.19151
73172,CZ,Prague, 50.23271, 12.87117
73173,MK,Skopje, 41.92361, 20.91361
73174,DZ,Algiers, 35.06544, 1.04945
73175,IL,Jerusalem, 31.39547, 34.75699
73176,JP,Tokyo, 36, 139.55722
73177,DZ,Algiers, 36.06386, 4.62744
73178,NL,Amsterdam, 51.65333, 5.2875
73179,CN,Shanghai, 37.73222, 115.70111
73180,US,New_York, 41.50343, -74.01042
73181,MM,Yangon, 16.68911, 98.50893
73182,CN,Shanghai, 32.50611, 120.14278
73183,US,Chicago, 31.84568, -102.36764
73184,PK,Karachi, 31.96258, 73.97117
73185,PK,Karachi, 32.87533, 71.57118
73186,MY,Kuala_Lumpur, 4.02219, 101.02083
73187,RU,Moscow, 55.64776, 38.02486
73188,GB,London, 51.42708, -0.91979
73189,CN,Shanghai, 41.09822, 120.74792
73190,US,Chicago, 41.72059, -87.70172
73191,GB,London, 51.78967, 1.15597
73192,ES,Canary, 27.76056, -15.58602
73193,UZ,Tashkent, 40.78206, 72.34424
73194,AU,Sydney, -34.88422, 150.60036
73195,PA,Panama, 9.15093, -79.62098
73196,CN,Shanghai, 35.85, 117.7
73197,CN,Shanghai, 37.73222, 115.70111
73198,ES,Madrid, 41.41204, 2.18247
73199,DE,Berlin, 50.82709, 6.9747
73200,EE,Tallinn, 59.37722, 28.19028
73201,MX,Mexico_City, 17.94979, -94.91386
73202,IN,Kolkata, 25.49043, 85.94001
73203,BR,Sao_Paulo, -22.45667, -47.53028
73204,ES,Madrid, 42.64685, -5.55835
73205,IN,Kolkata, 11.50526, 77.23826
73206,BR,Fortaleza, -4.42472, -41.45861
73207,HK,Hong_Kong, 22.37066, 114.10479
73208,US,Chicago, 26.18924, -98.15529
73209,HN,Tegucigalpa, 15.48131, -86.57415
73210,US,New_York, 30.17746, -81.38758
73211,AM,Yerevan, 40.49748, 44.7662
73212,DE,Berlin, 52.4581, 13.28702
73213,AU,Melbourne, -38.16604, 145.13643
73214,IN,Kolkata, 25.49043, 85.94001
73215,NE,Niamey, 13.70727, 9.15013
73216,KG,Bishkek, 40.93333, 73
73217,CN,Shanghai, 24.28859, 116.11768
73218,FR,Paris, 43.61092, 3.87723
73219,RU,Moscow, 55.39485, 43.83992
73220,US,Los_Angeles, 47.4943, -122.24092
73221,CO,Bogota, 8.79577, -75.69947
73222,BR,Sao_Paulo, -23.7975, -48.59278
73223,GH,Accra, 7.06273, -1.4001
73224,DE,Berlin, 49.97704, 9.15214
73225,NG,Lagos, 6.8485, 3.64633
73226,JP,Tokyo, 37.56667, 140.11667
73227,IN,Kolkata, 16.06213, 76.0586
73228,US,New_York, 28.15112, -82.46148
73229,PH,Manila, 12.35275, 121.06761
73230,PR,Puerto_Rico, 18.03496, -66.8499
73231,KH,Phnom_Penh, 13.65805, 102.56365
73232,IN,Kolkata, 17.34769, 78.55757
73233,US,New_York, 42.52787, -70.92866
73234,AO,Luanda, -11.78333, 19.91667
73235,CA,Toronto, 45.44868, -73.81669
73236,IN,Kolkata, 29.21399, 78.95693
73237,MX,Mexico_City, 17.06542, -96.72365
73238,CD,Lubumbashi, 0.76755, 24.43973
73239,YE,Aden, 14.53767, 46.83187
73240,RU,Moscow, 54.90083, 38.07083
73241,HT,Port-au-Prince, 18.57677, -72.22625
73242,IN,Kolkata, 22.75218, 72.68533
73243,JP,Tokyo, 35, 136.51667
73244,GA,Libreville, -1.63333, 13.58357
73245,PH,Manila, 14.8361, 120.97844
73246,CD,Lubumbashi, 0.49113, 29.47306
73247,FR,Paris, 45.69558, 4.7934
73248,IN,Kolkata, 26.32293, 91.00632
73249,CD,Lubumbashi, 0.49113, 29.47306
73250,NG,Lagos, 6.15038, 6.83042
73251,US,New_York, 34.25628, -78.04471
73252,JP,Tokyo, 35, 136.51667
73253,GB,London, 50.82882, -0.32247
73254,ES,Madrid, 42.06166, -1.60452
73255,FR,Paris, 45.69558, 4.7934
73256,IN,Kolkata, 28.98002, 77.70636
73257,US,New_York, 33.54428, -84.23381
73258,IT,Rome, 40.72586, 8.55552
73259,DE,Berlin, 50.23805, 8.86704
73260,BR,Sao_Paulo, -29.2975, -51.50361
73261,MX,Mexico_City, 20.28527, -103.42897
73262,RU,Yekaterinburg, 58.7002, 59.4839
73263,US,Los_Angeles, 36.91023, -121.75689
73264,CN,Shanghai, 40.85158, 122.74754
73265,IN,Kolkata, 15.73628, 75.96976
73266,MW,Blantyre, -13.7804, 34.4587
73267,DE,Berlin, 52.86147, 9.5926
73268,NG,Lagos, 12.74482, 4.52514
73269,US,Los_Angeles, 45.49428, -122.86705
73270,PK,Karachi, 32.87533, 71.57118
73271,KE,Nairobi, 0.03813, 36.36339
73272,AU,Melbourne, -38.16604, 145.13643
73273,GB,London, 51.38673, 0.30367
73274,NA,Windhoek, -21.98333, 16.91667
73275,IN,Kolkata, 14.46693, 75.92694
73276,IN,Kolkata, 12.1277, 78.15794
73277,US,New_York, 39.43534, -84.20299
73278,MX,Mexico_City, 19.64745, -102.04897
73279,DE,Berlin, 47.98372, 10.18527
73280,BD,Dhaka, 23.9028, 89.11943
73281,IE,Dublin, 53.43333, -7.95
73282,IN,Kolkata, 25.92493, 73.66633
73283,MX,Mexico_City, 17.06542, -96.72365
73284,US,Los_Angeles, 33.76446, -117.79394
73285,KE,Nairobi, 0.03813, 36.36339
73286,BR,Sao_Paulo, -19.32556, -41.25528
73287,US,New_York, 43.1009, -75.23266
73288,CD,Lubumbashi, 0.76755, 24.43973
73289,CD,Lubumbashi, 0.76755, 24.43973
73290,IT,Rome, 40.92298, 14.30935
73291,PT,Lisbon, 41.20485, -8.33147
73292,BR,Sao_Paulo, -25.42944, -50.00639
73293,GB,London, 53.83333, -2.98333
73294,CL,Santiago, -32.45242, -71.23106
73295,NL,Amsterdam, 52.31333, 6.92917
73296,RU,Krasnoyarsk, 55.54028, 89.20083
73297,CO,Bogota, 10.15031, -73.9614
73298,DE,Berlin, 50.23805, 8.86704
73299,PK,Karachi, 29.38242, 70.91106
73300,RW,Kigali, -1.9487, 30.4347
73301,IN,Kolkata, 17.54907, 82.85749
73302,US,New_York, 37.52487, -77.55777
73303,VU,Efate, -17.73648, 168.31366
73304,DE,Berlin, 51.168, 7.973
73305,US,New_York, 41.0051, -73.78458
73306,VE,Caracas, 10.22677, -67.33122
73307,US,Los_Angeles, 34.95303, -120.43572
73308,UZ,Tashkent, 40.78206, 72.34424
73309,KH,Phnom_Penh, 13.65805, 102.56365
73310,US,New_York, 39.43534, -84.20299
73311,RS,Belgrade, 44.97639, 19.61222
73312,VE,Caracas, 8.62261, -70.20749
73313,IN,Kolkata, 26.32293, 91.00632
73314,NZ,Auckland, -38.65333, 178.00417
73315,PH,Manila, 14.14989, 121.3152
73316,DZ,Algiers, 36.61954, 4.08282
73317,DE,Berlin, 49.5099, 6.74549
73318,CN,Shanghai, 34.86472, 117.55417
73319,IT,Rome, 45.50369, 11.412
73320,US,New_York, 39.71734, -74.96933
73321,BR,Bahia, -12.91667, -39.25
73322,PL,Warsaw, 51.14942, 15.00835
73323,US,Chicago, 41.85059, -87.882
73324,RU,Moscow, 54.8421, 46.5813
73325,US,New_York, 39.45621, -77.96389
73326,CN,Shanghai, 31.64615, 120.74221
73327,CO,Bogota, 10.15031, -73.9614
73328,IN,Kolkata, 27.9247, 78.40102
73329,JP,Tokyo, 35.06667, 135.21667
73330,TH,Bangkok, 15.79408, 104.1451
73331,IN,Kolkata, 19.30157, 72.85107
73332,RU,Irkutsk, 51.82721, 107.60627
73333,US,New_York, 35.05266, -78.87836
73334,NG,Lagos, 11.86064, 9.0027
73335,DE,Berlin, 50.64336, 7.2278
73336,US,New_York, 38.91817, -78.19444
73337,PR,Puerto_Rico, 18.42745, -67.15407
73338,RU,Moscow, 43.96222, 43.63417
73339,CH,Zurich, 46.18396, 6.10237
73340,UG,Kampala, 2.41669, 30.98551
73341,FR,Paris, 48.79325, 2.29275
73342,US,Los_Angeles, 37.73604, -120.93549
73343,IN,Kolkata, 12.1277, 78.15794
73344,PL,Warsaw, 50.86079, 17.4674
73345,US,Los_Angeles, 33.72255, -116.37697
73346,CZ,Prague, 50.598427, 13.610242
73347,GH,Accra, 7.06273, -1.4001
73348,IN,Kolkata, 26.32293, 91.00632
73349,US,New_York, 26.68451, -80.66756
73350,MX,Mexico_City, 19.8173, -97.35992
73351,GH,Accra, 7.06273, -1.4001
73352,FR,Paris, 48.86667, 2.08333
73353,PS,Hebron, 31.78336, 35.23388
73354,XK,Belgrade, 42.62833, 20.89389
73355,MX,Mexico_City, 19.64745, -102.04897
73356,RU,Moscow, 55.38752, 36.73307
73357,US,Los_Angeles, 32.9156, -117.14392
73358,US,Chicago, 41.8542, -87.66561
73359,DZ,Algiers, 35.21222, 2.31889
73360,CZ,Prague, 48.975658, 14.480255
73361,IT,Rome, 40.92298, 14.30935
73362,MG,Antananarivo, -21.15, 46.58333
73363,GH,Accra, 6.46346, -2.31938
73364,RW,Kigali, -1.9487, 30.4347
73365,BR,Fortaleza, -4.24444, -42.29444
73366,LK,Colombo, 6.84019, 79.87116
73367,MW,Blantyre, -13.7804, 34.4587
73368,IN,Kolkata, 33.37526, 74.3092
73369,FR,Paris, 43.11667, 1.6
73370,IN,Kolkata, 17.34769, 78.55757
73371,BR,Sao_Paulo, -22.45667, -47.53028
73372,US,New_York, 43.1009, -75.23266
73373,PL,Warsaw, 50.5107, 18.30056
73374,AT,Vienna, 47.05, 15.46667
73375,IN,Kolkata, 25.66795, 85.83636
73376,FR,Paris, 44.92801, 4.8951
73377,US,New_York, 33.98154, -81.23621
73378,MX,Mexico_City, 17.94979, -94.91386
73379,PT,Lisbon, 41.1053, -7.32097
73380,US,New_York, 40.93121, -73.89875
73381,KR,Seoul, 34.8825, 128.62667
73382,IR,Tehran, 33.86419, 48.26258
73383,GB,London, 51.42708, -0.91979
73384,US,Chicago, 41.47892, -87.45476
73385,TD,Ndjamena, 12.18441, 18.69303
73386,IN,Kolkata, 25.6439, 77.9129
73387,CO,Bogota, 5.20856, -74.73584
73388,CZ,Prague, 50.598427, 13.610242
73389,GB,London, 50.79205, -1.08593
73390,TD,Ndjamena, 12.18441, 18.69303
73391,IN,Kolkata, 25.92493, 73.66633
73392,US,Chicago, 41.6764, -91.58045
73393,TN,Tunis, 37.16911, 10.03478
73394,AR,Argentina, -31.4488, -60.93173
73395,FR,Paris, 50.75, 2.25
73396,CN,Shanghai, 40.85158, 122.74754
73397,IN,Kolkata, 21.46527, 83.97573
73398,CN,Shanghai, 30.24706, 115.04814
73399,US,Los_Angeles, 34.95303, -120.43572
73400,CN,Shanghai, 24.28859, 116.11768
73401,DE,Berlin, 48.35693, 10.98461
73402,GB,London, 53.69786, -2.68758
73403,DJ,Djibouti, 11.15583, 42.7125
73404,SY,Damascus, 34.5624, 38.28402
73405,CL,Santiago, -36.9256, -73.02841
73406,RU,Moscow, 57.97472, 33.2525
73407,TD,Ndjamena, 12.18441, 18.69303
73408,PK,Karachi, 27.55898, 68.21204
73409,DE,Berlin, 50.23805, 8.86704
73410,DE,Berlin, 48.07667, 8.64409
73411,DZ,Algiers, 36.27462, 4.85668
73412,ZA,Johannesburg, -26.93366, 29.24152
73413,BE,Brussels, 50.8, 3.16667
73414,BR,Maceio, -10.90889, -37.03861
73415,CN,Shanghai, 27.92333, 118.53333
73416,US,Los_Angeles, 34.09611, -118.10583
73417,JP,Tokyo, 41.77583, 140.73667
73418,IL,Jerusalem, 32.05971, 34.8732
73419,RU,Moscow, 54.39304, 53.26023
73420,DE,Berlin, 52.4581, 13.28702
73421,RU,Vladivostok, 53.14657, 140.72287
73422,RU,Moscow, 53.53395, 33.72798
73423,NL,Amsterdam, 52.71083, 5.74861
73424,DE,Berlin, 48.49144, 9.20427
73425,BE,Brussels, 50.8, 3.16667
73426,US,Los_Angeles, 37.71715, -122.40433
73427,FR,Paris, 43.2907, 5.4384
73428,ME,Podgorica, 42.28639, 18.84
73429,IN,Kolkata, 20.88098, 75.11937
73430,PH,Manila, 14.62578, 121.12251
73431,BE,Brussels, 50.88506, 4.07601
73432,DE,Berlin, 52.53048, 13.29371
73433,BR,Sao_Paulo, -21.205, -41.88778
73434,MZ,Maputo, -23.85972, 35.34722
73435,BR,Sao_Paulo, -25.42778, -49.27306
73436,BR,Sao_Paulo, -25.42778, -49.27306
73437,ZA,Johannesburg, -26.93366, 29.24152
73438,FR,Paris, 48.77275, 5.16108
73439,FR,Paris, 48.79325, 2.29275
73440,FR,Paris, 43.32393, 5.4584
73441,BR,Sao_Paulo, -23.7975, -48.59278
73442,AR,Argentina, -54.8, -68.3
73443,MW,Blantyre, -13.7804, 34.4587
73444,IN,Kolkata, 14.62072, 74.83554
73445,US,Honolulu, 20.88953, -156.47432
73446,US,Chicago, 38.58894, -89.99038
73447,GB,London, 51.39148, -0.29825
73448,US,New_York, 40.60538, -73.75513
73449,ES,Canary, 27.76056, -15.58602
73450,IN,Kolkata, 28.92694, 78.23456
73451,US,Chicago, 41.6764, -91.58045
73452,NL,Amsterdam, 52.31333, 6.92917
73453,BR,Recife, -8.66667, -35.71667
73454,AR,Argentina, -27.4338, -65.61427
73455,IR,Tehran, 32.65246, 51.67462
73456,US,New_York, 40.93121, -73.89875
73457,ES,Madrid, 42.06166, -1.60452
73458,US,Chicago, 31.12406, -97.90308
73459,BR,Sao_Paulo, -25.42944, -50.00639
73460,PK,Karachi, 31.71667, 73.38333
73461,IN,Kolkata, 15.5439, 73.7553
73462,US,Detroit, 42.97086, -82.42491
73463,CN,Shanghai, 30.35028, 112.19028
73464,NL,Amsterdam, 52.26083, 7.00417
73465,US,Chicago, 35.61452, -88.81395
73466,IN,Kolkata, 31.28092, 74.85849
73467,IN,Kolkata, 15.5439, 73.7553
73468,RU,Moscow, 54.84444, 38.16694
73469,ES,Madrid, 40.42386, -3.53261
73470,PH,Manila, 6.95194, 121.96361
73471,US,Chicago, 31.84568, -102.36764
73472,PK,Karachi, 29.38242, 70.91106
73473,AZ,Baku, 38.45598, 48.87498
73474,CN,Shanghai, 23.02677, 113.13148
73475,AU,Melbourne, -38.16604, 145.13643
73476,TZ,Dar_es_Salaam, -7.60361, 37.00438
73477,US,Indiana, 41.75338, -86.11084
73478,IL,Jerusalem, 31.39547, 34.75699
73479,IT,Rome, 45.44694, 8.62118
73480,US,Chicago, 41.57721, -93.71133
73481,IN,Kolkata, 19.21667, 73.08333
73482,IN,Kolkata, 23.07492, 88.28637
73483,ES,Madrid, 42.64685, -5.55835
73484,NL,Amsterdam, 52.57583, 6.61944
73485,IT,Rome, 36.92574, 14.72443
73486,IN,Kolkata, 17.54907, 82.85749
73487,NG,Lagos, 7.6, 4.18333
73488,US,Chicago, 32.44874, -99.73314
73489,TJ,Dushanbe, 38.55632, 69.01354
73490,DE,Berlin, 50.64336, 7.2278
73491,LY,Tripoli, 30.75545, 20.22625
73492,UA,Zaporozhye, 49.41029, 38.15035
73493,IT,Rome, 37.51803, 15.00913
73494,TZ,Dar_es_Salaam, -7.60361, 37.00438
73495,KZ,Almaty, 43.41949, 77.0202
73496,US,Los_Angeles, 36.06523, -119.01677
73497,DE,Berlin, 49.68369, 8.61839
73498,FR,Paris, 48.8222, 2.12213
73499,CN,Shanghai, 28.88162, 120.03308
73500,IR,Tehran, 32.65246, 51.67462
73501,RU,Moscow, 53.77166, 38.12408
73502,PL,Warsaw, 51.14942, 15.00835
73503,TZ,Dar_es_Salaam, -7.60361, 37.00438
73504,ET,Addis_Ababa, 6.03333, 37.55
73505,RU,Moscow, 44.92934, 37.99117
73506,DE,Berlin, 53.94313, 10.30215
73507,US,New_York, 43.61062, -72.97261
73508,FR,Paris, 48, -4.1
73509,KR,Seoul, 37.1759, 128.9889
73510,ES,Canary, 27.76056, -15.58602
73511,IT,Rome, 36.92574, 14.72443
73512,PH,Manila, 16.0438, 120.4861
73513,US,Los_Angeles, 33.52253, -117.70755
73514,AU,Sydney, -34.28853, 146.05093
73515,IN,Kolkata, 14.46693, 75.92694
73516,TH,Bangkok, 13.44581, 101.18445
73517,GN,Conakry, 9.535, -13.68778
73518,AZ,Baku, 38.45598, 48.87498
73519,IN,Kolkata, 11.93381, 79.82979
73520,US,Los_Angeles, 34.95303, -120.43572
73521,AD,Andorra, 42.50729, 1.53414
73522,US,Los_Angeles, 47.4943, -122.24092
73523,US,New_York, 40.72816, -74.07764
73524,DK,Copenhagen, 55.67938, 12.53463
73525,CZ,Prague, 50.511002, 14.150558
73526,NL,Amsterdam, 52.26083, 7.00417
73527,US,Los_Angeles, 47.4943, -122.24092
73528,IE,Dublin, 53.43333, -7.95
73529,CZ,Prague, 49.183239, 15.454273
73530,CM,Douala, 4.2475, 9.00472
73531,DZ,Algiers, 36.76639, 3.47717
73532,TN,Tunis, 36.46917, 10.78222
73533,TZ,Dar_es_Salaam, -2.68333, 33
73534,US,Chicago, 37.95143, -91.77127
73535,MA,Casablanca, 33.92866, -6.90656
73536,BR,Belem, -0.71667, -48.52333
73537,TH,Bangkok, 8.43333, 99.96667
73538,IN,Kolkata, 25.75728, 75.37991
73539,RU,Barnaul, 53.30972, 83.62389
73540,MX,Mexico_City, 19.8173, -97.35992
73541,RU,Moscow, 59.80917, 30.38167
73542,RU,Moscow, 54.90083, 38.07083
73543,IN,Kolkata, 16.06213, 76.0586
73544,IT,Rome, 42.67164, 14.01481
73545,IN,Kolkata, 24.41288, 76.56719
73546,JP,Tokyo, 34.25, 135.31667
73547,ID,Jakarta, -7.73379, 113.69785
73548,PT,Lisbon, 38.72706, -9.24671
73549,TH,Bangkok, 14.37395, 100.48528
73550,US,New_York, 28.54944, -81.77285
73551,US,Menominee, 46.09273, -88.64235
73552,IN,Kolkata, 19.21667, 73.08333
73553,GB,London, 57.14369, -2.09814
73554,JP,Tokyo, 36, 139.55722
73555,FR,Paris, 45.51667, 4.86667
73556,DE,Berlin, 52.59319, 13.32127
73557,ID,Jakarta, -1.26424, 104.09701
73558,IT,Rome, 37.31065, 13.57661
73559,JP,Tokyo, 33.3213, 130.94098
73560,NG,Lagos, 6.45407, 3.39467
73561,LT,Vilnius, 55.25, 24.75
73562,UA,Kiev, 50.75932, 25.34244
73563,GB,London, 52.41667, 0.75
73564,IN,Kolkata, 20.88098, 75.11937
73565,PH,Manila, 14.14989, 121.3152
73566,MD,Chisinau, 48.15659, 28.28489
73567,US,New_York, 37.60876, -77.37331
73568,FR,Paris, 50.75, 2.25
73569,FR,Paris, 43.67681, 4.63031
73570,TR,Istanbul, 40.98894, 28.67582
73571,RU,Moscow, 44.98901, 38.94324
73572,JP,Tokyo, 33.3213, 130.94098
73573,DE,Berlin, 48.35693, 10.98461
73574,YE,Aden, 14.53767, 46.83187
73575,US,New_York, 42.35843, -71.05977
73576,TH,Bangkok, 8.43333, 99.96667
73577,CA,Toronto, 43.86682, -79.2663
73578,US,Los_Angeles, 46.32374, -120.00865
73579,IN,Kolkata, 11.50526, 77.23826
73580,TD,Ndjamena, 12.18441, 18.69303
73581,PH,Manila, 16.455, 120.5875
73582,FR,Paris, 45.51667, 4.86667
73583,DZ,Algiers, 34.15429, 3.50309
73584,PE,Lima, -11.94306, -76.70944
73585,PE,Lima, -16.25, -69.08333
73586,US,New_York, 38.70734, -77.02303
73587,US,Los_Angeles, 38.54491, -121.74052
73588,IN,Kolkata, 26.44931, 91.61356
73589,IN,Kolkata, 11.12018, 76.11996
73590,ES,Madrid, 41.15612, 1.10687
73591,CO,Bogota, 6.46838, -73.26022
73592,US,New_York, 39.08367, -84.50855
73593,TZ,Dar_es_Salaam, -6.8, 39.25
73594,US,Chicago, 35.74788, -95.36969
73595,FR,Paris, 49.28669, 1.00288
73596,US,Chicago, 41.72059, -87.70172
73597,US,New_York, 39.71734, -74.96933
73598,US,New_York, 35.05266, -78.87836
73599,EC,Guayaquil, -2.13404, -79.59415
73600,US,New_York, 26.91756, -82.07842
73601,GH,Accra, 5.30383, -1.98956
73602,RE,Reunion, -20.88231, 55.4504
73603,RU,Moscow, 55.63711, 37.38115
73604,RU,Yekaterinburg, 56.11281, 69.49015
73605,FR,Paris, 48.98693, 2.44892
73606,CA,Glace_Bay, 46.1351, -60.1831
73607,TZ,Dar_es_Salaam, -2.68333, 33
73608,AR,Argentina, -54.8, -68.3
73609,BR,Sao_Paulo, -26.22861, -52.67056
73610,JP,Tokyo, 35.8, 137.23333
73611,DE,Berlin, 50.64336, 7.2278
73612,GB,London, 51.84819, 1.26738
73613,JP,Tokyo, 43.82634, 144.09638
73614,MX,Mexico_City, 20.22816, -103.5687
73615,MM,Yangon, 16.68911, 98.50893
73616,ID,Jakarta, -8.43333, 114.33333
73617,PH,Manila, 14.95472, 120.89694
73618,MK,Skopje, 41.92361, 20.91361
73619,ID,Jakarta, -8.43333, 114.33333
73620,MM,Yangon, 14.0823, 98.19151
73621,TD,Ndjamena, 12.18441, 18.69303
73622,IN,Kolkata, 25.13915, 73.06784
73623,US,Los_Angeles, 36.91023, -121.75689
73624,BR,Maceio, -10.91722, -37.65
73625,BR,Sao_Paulo, -22.57306, -47.1725
73626,US,Los_Angeles, 38.54491, -121.74052
73627,FR,Paris, 43.83125, 5.03586
73628,CA,Toronto, 42.8334, -80.38297
73629,RU,Moscow, 54.8421, 46.5813
73630,TR,Istanbul, 40.1675, 34.37389
73631,RU,Moscow, 55.38752, 36.73307
73632,US,New_York, 37.52487, -77.55777
73633,NG,Lagos, 6.15038, 6.83042
73634,ID,Jakarta, 3.7278, 98.6738
73635,IN,Kolkata, 17.54907, 82.85749
73636,CI,Abidjan, 5.84752, -5.682
73637,FR,Paris, 46.32313, -0.45877
73638,US,Los_Angeles, 44.99012, -123.02621
73639,NG,Lagos, 6.15038, 6.83042
73640,MK,Skopje, 41.92361, 20.91361
73641,BR,Cuiaba, -14.66463, -52.35558
73642,US,New_York, 41.66394, -83.55521
73643,ID,Jakarta, 0.51667, 101.44167
73644,CN,Shanghai, 37.65181, 120.33063
73645,XK,Belgrade, 42.62833, 20.89389
73646,US,New_York, 33.98154, -81.23621
73647,US,Los_Angeles, 33.72255, -116.37697
73648,KH,Phnom_Penh, 13.65805, 102.56365
73649,PK,Karachi, 29.38242, 70.91106
73650,IN,Kolkata, 22.88783, 84.13864
73651,US,New_York, 40.60538, -73.75513
73652,GB,London, 52.48173, -2.12139
73653,PA,Panama, 9.15093, -79.62098
73654,AR,Argentina, -34.74785, -58.70072
73655,UA,Kiev, 46.75451, 33.34864
73656,CN,Shanghai, 37.73222, 115.70111
73657,AF,Kabul, 36.21544, 65.93249
73658,BR,Sao_Paulo, -21.41222, -42.19667
73659,BJ,Porto-Novo, 8.88649, 2.59753
73660,FR,Paris, 48, -4.1
73661,KR,Seoul, 37.65639, 126.835
73662,BR,Sao_Paulo, -19.7625, -44.31389
73663,JP,Tokyo, 41.77583, 140.73667
73664,IN,Kolkata, 15.5439, 73.7553
73665,FR,Paris, 43.2907, 5.4384
73666,BG,Sofia, 41.57439, 24.71204
73667,IR,Tehran, 33.14447, 47.3799
73668,JP,Tokyo, 35.30889, 139.55028
