ИД,ЗАЯВКА_ИД,Статус_выполнения
36285,72953,1
36286,72956,1
36287,72957,1
36288,72960,0
36289,72963,0
36290,72964,0
36291,72965,0
36292,72966,0
36293,72967,0
36294,72969,0
36295,72972,1
36296,72974,1
36297,72975,0
36298,72981,0
36299,72982,1
36300,72983,1
36301,72984,0
36302,72985,1
36303,72989,0
36304,72992,1
36305,72993,0
36306,72994,1
36307,72997,0
36308,72998,1
36309,73000,1
36310,73002,0
36311,73006,0
36312,73007,0
36313,73008,1
36314,73009,1
36315,73010,1
36316,73014,1
36317,73015,0
36318,73018,0
36319,73024,0
36320,73025,0
36321,73027,1
36322,73028,0
36323,73029,0
36324,73030,1
36325,73033,1
36326,73035,1
36327,73036,0
36328,73037,0
36329,73038,0
36330,73039,0
36331,73040,1
36332,73042,0
36333,73043,0
36334,73044,1
36335,73045,0
36336,73047,0
36337,73049,1
36338,73052,1
36339,73057,0
36340,73058,1
36341,73061,1
36342,73064,0
36343,73066,1
36344,73067,0
36345,73068,1
36346,73070,0
36347,73073,0
36348,73075,0
36349,73076,0
36350,73077,0
36351,73078,1
36352,73079,0
36353,73080,1
36354,73081,0
36355,73082,0
36356,73088,1
36357,73090,0
36358,73091,0
36359,73093,1
36360,73099,0
36361,73100,1
36362,73101,0
36363,73102,1
36364,73103,0
36365,73104,1
36366,73107,0
36367,73108,0
36368,73109,0
36369,73111,0
36370,73112,0
36371,73115,0
36372,73117,1
36373,73118,0
36374,73119,1
36375,73120,1
36376,73122,0
36377,73123,1
36378,73124,1
36379,73125,0
36380,73126,1
36381,73127,0
36382,73128,0
36383,73130,1
36384,73131,0
36385,73134,0
36386,73136,0
36387,73137,1
36388,73141,1
36389,73142,1
36390,73146,0
36391,73148,0
36392,73150,0
36393,73151,0
36394,73157,0
36395,73161,1
36396,73162,1
36397,73163,0
36398,73166,1
36399,73168,1
36400,73170,0
36401,73171,1
36402,73172,0
36403,73173,1
36404,73174,0
36405,73175,0
36406,73176,0
36407,73179,0
36408,73183,0
36409,73184,1
36410,73185,1
36411,73187,0
36412,73191,0
36413,73192,1
36414,73193,1
36415,73194,0
36416,73195,1
36417,73197,1
36418,73198,0
36419,73200,0
36420,73203,1
36421,73204,1
36422,73210,0
36423,73212,0
36424,73213,1
36425,73216,0
36426,73217,1
36427,73218,0
36428,73219,1
36429,73222,0
36430,73223,1
36431,73225,0
36432,73226,1
36433,73227,1
36434,73228,0
36435,73229,1
36436,73231,1
36437,73235,0
36438,73236,0
36439,73237,0
36440,73239,1
36441,73240,1
36442,73241,1
36443,73242,0
36444,73243,1
36445,73245,1
36446,73246,1
36447,73248,1
36448,73249,0
36449,73250,0
36450,73254,1
36451,73255,0
36452,73257,0
36453,73258,0
36454,73259,1
36455,73260,0
36456,73261,1
36457,73263,1
36458,73264,1
36459,73266,1
36460,73267,1
36461,73268,1
36462,73269,1
36463,73270,1
36464,73271,1
36465,73272,0
36466,73273,1
36467,73274,0
36468,73276,0
36469,73277,0
36470,73278,0
36471,73280,0
36472,73281,0
36473,73282,0
36474,73283,0
36475,73285,0
36476,73286,0
36477,73287,1
36478,73289,0
36479,73291,1
36480,73292,1
36481,73297,0
36482,73299,0
36483,73301,0
36484,73304,1
36485,73305,1
36486,73306,0
36487,73307,0
36488,73309,1
36489,73310,1
36490,73311,0
36491,73315,0
36492,73320,0
36493,73321,0
36494,73322,1
36495,73326,0
36496,73327,0
36497,73328,0
36498,73329,0
36499,73330,1
36500,73334,1
36501,73337,1
36502,73338,0
36503,73341,1
36504,73342,1
36505,73344,1
36506,73346,1
36507,73349,1
36508,73350,0
36509,73353,0
36510,73356,0
36511,73357,0
36512,73358,1
36513,73359,0
36514,73362,0
36515,73363,0
36516,73364,1
36517,73368,1
36518,73370,1
36519,73371,1
36520,73373,1
36521,73379,0
36522,73382,0
36523,73384,0
36524,73385,0
36525,73386,1
36526,73387,1
36527,73389,1
36528,73395,0
36529,73397,0
36530,73398,1
36531,73399,1
36532,73402,0
36533,73405,0
36534,73407,1
36535,73408,1
36536,73410,1
36537,73411,0
36538,73412,0
36539,73413,0
36540,73415,0
36541,73419,1
36542,73420,0
36543,73421,0
36544,73423,0
36545,73425,0
36546,73426,1
36547,73427,0
36548,73428,0
36549,73430,1
36550,73432,1
36551,73433,0
36552,73436,0
36553,73437,0
36554,73439,0
36555,73440,0
36556,73443,1
36557,73445,0
36558,73446,1
36559,73447,1
36560,73449,0
36561,73451,1
36562,73454,0
36563,73455,1
36564,73456,0
36565,73459,0
36566,73461,1
36567,73462,0
36568,73463,1
36569,73464,0
36570,73468,1
36571,73470,1
36572,73471,0
36573,73474,1
36574,73475,1
36575,73476,0
36576,73478,1
36577,73479,0
36578,73481,1
36579,73483,0
36580,73485,0
36581,73486,0
36582,73488,1
36583,73490,0
36584,73491,0
36585,73497,1
36586,73501,1
36587,73502,0
36588,73503,0
36589,73505,0
36590,73506,1
36591,73507,0
36592,73508,1
36593,73513,1
36594,73514,0
36595,73515,0
36596,73519,0
36597,73520,0
36598,73521,0
36599,73526,0
36600,73528,1
36601,73531,1
36602,73532,0
36603,73536,0
36604,73537,1
36605,73538,1
36606,73540,1
36607,73541,0
36608,73542,0
36609,73544,0
36610,73554,1
36611,73556,0
36612,73558,1
36613,73559,1
36614,73561,0
36615,73565,0
36616,73567,0
36617,73568,1
36618,73569,1
36619,73571,1
36620,73573,1
36621,73574,1
36622,73575,1
36623,73580,0
36624,73581,0
36625,73582,0
36626,73585,1
36627,73586,1
36628,73588,0
36629,73589,0
36630,73592,0
36631,73595,0
36632,73596,0
36633,73597,1
36634,73599,0
36635,73600,1
36636,73601,1
36637,73603,0
36638,73604,0
36639,73609,0
36640,73610,1
36641,73611,0
36642,73612,1
36643,73613,0
36644,73614,1
36645,73615,1
36646,73617,0
36647,73618,0
36648,73621,0
36649,73625,0
36650,73630,1
36651,73632,0
36652,73634,0
36653,73635,0
36654,73638,0
36655,73639,0
36656,73640,1
36657,73644,0
36658,73645,1
36659,73646,1
36660,73647,0
36661,73650,1
36662,73651,1
36663,73652,0
36664,73655,1
36665,73660,1
36666,73662,0
36667,73665,1
36668,73674,1
36669,73677,0
36670,73678,1
36671,73679,0
36672,73682,1
36673,73685,1
36674,73686,1
36675,73688,0
36676,73689,0
36677,73691,1
36678,73692,1
36679,73693,0
36680,73694,0
36681,73695,0
36682,73696,1
36683,73697,0
36684,73700,1
36685,73701,1
36686,73702,0
36687,73703,0
36688,73704,0
36689,73705,0
36690,73708,0
36691,73711,0
36692,73712,1
36693,73714,1
36694,73716,0
36695,73717,0
36696,73722,0
36697,73723,1
36698,73724,0
36699,73726,1
36700,73728,0
36701,73730,1
36702,73732,1
36703,73733,1
36704,73734,1
36705,73736,0
36706,73737,0
36707,73740,1
36708,73743,1
36709,73744,1
36710,73748,1
36711,73749,0
36712,73751,1
36713,73752,1
36714,73756,0
36715,73757,0
36716,73758,1
36717,73760,1
36718,73761,1
36719,73762,1
36720,73763,1
36721,73768,0
36722,73769,1
36723,73771,0
36724,73772,1
36725,73774,1
36726,73779,1
36727,73783,0
36728,73784,0
36729,73785,1
36730,73787,0
36731,73788,1
36732,73791,1
36733,73793,0
36734,73798,0
36735,73803,0
36736,73805,1
36737,73806,1
36738,73809,0
36739,73811,0
36740,73812,0
36741,73815,1
36742,73816,0
36743,73818,0
36744,73823,0
36745,73826,1
36746,73827,1
36747,73828,0
36748,73829,0
36749,73832,1
36750,73834,1
36751,73835,0
36752,73838,0
36753,73839,0
36754,73840,0
36755,73841,1
36756,73842,0
36757,73843,0
36758,73844,1
36759,73850,0
36760,73851,1
36761,73852,0
36762,73853,0
36763,73857,1
36764,73858,0
36765,73859,1
36766,73860,1
36767,73863,0
36768,73865,1
36769,73869,0
36770,73872,0
36771,73876,1
36772,73877,0
36773,73878,1
36774,73879,1
36775,73881,1
36776,73882,0
36777,73883,1
36778,73884,1
36779,73886,1
36780,73888,0
36781,73889,1
36782,73891,1
36783,73892,1
36784,73893,1
36785,73896,0
36786,73899,0
36787,73902,1
36788,73903,1
36789,73906,1
36790,73907,0
36791,73908,0
36792,73910,1
36793,73911,1
36794,73912,0
36795,73913,1
36796,73915,0
36797,73917,0
36798,73923,1
36799,73925,0
36800,73926,0
36801,73928,1
36802,73930,1
36803,73932,1
36804,73934,0
36805,73935,0
36806,73936,0
36807,73942,1
36808,73943,0
36809,73946,1
36810,73947,1
36811,73952,0
36812,73956,0
36813,73958,1
36814,73961,1
36815,73962,0
36816,73963,0
36817,73964,1
36818,73970,1
36819,73971,1
36820,73972,1
36821,73973,0
36822,73974,0
36823,73978,1
36824,73980,0
36825,73984,0
36826,73985,1
36827,73987,1
36828,73989,1
36829,73990,0
36830,73992,1
36831,73994,0
36832,73999,0
36833,74001,0
36834,74004,0
36835,74005,0
36836,74007,0
36837,74008,0
36838,74010,1
36839,74014,0
36840,74015,0
36841,74017,0
36842,74021,1
36843,74022,1
36844,74025,1
36845,74027,1
36846,74028,0
36847,74029,1
36848,74030,1
36849,74031,1
36850,74034,1
36851,74035,0
36852,74036,1
36853,74038,0
36854,74039,1
36855,74040,0
36856,74043,1
36857,74044,1
36858,74045,1
36859,74052,1
36860,74059,0
36861,74060,1
36862,74061,1
36863,74063,0
36864,74064,0
36865,74067,0
36866,74068,0
36867,74069,1
36868,74070,0
36869,74071,1
36870,74072,0
36871,74074,0
36872,74075,0
36873,74078,0
36874,74079,0
36875,74080,0
36876,74082,0
36877,74084,1
36878,74085,1
36879,74086,1
36880,74087,1
36881,74091,1
36882,74097,1
36883,74098,1
36884,74105,0
36885,74106,1
36886,74108,0
36887,74113,0
36888,74116,1
36889,74117,1
36890,74120,1
36891,74121,0
36892,74125,1
36893,74126,0
36894,74128,0
36895,74129,0
36896,74130,1
36897,74131,1
36898,74133,1
36899,74134,1
36900,74135,1
36901,74137,1
36902,74138,0
36903,74140,0
36904,74141,1
36905,74143,0
36906,74144,0
36907,74145,0
36908,74146,0
36909,74147,0
36910,74148,1
36911,74149,0
36912,74150,1
36913,74152,1
36914,74153,1
36915,74157,0
36916,74159,1
36917,74162,1
36918,74164,0
36919,74165,0
36920,74167,1
36921,74171,1
36922,74177,1
36923,74178,1
36924,74180,0
36925,74185,1
36926,74186,0
36927,74188,1
36928,74189,1
36929,74191,0
36930,74194,0
36931,74196,1
36932,74197,1
36933,74199,0
36934,74200,0
36935,74203,0
36936,74206,1
36937,74207,0
36938,74208,1
36939,74210,1
36940,74212,1
36941,74213,1
36942,74216,0
36943,74218,1
36944,74219,0
36945,74222,0
36946,74223,0
36947,74225,0
36948,74226,0
36949,74227,0
36950,74231,0
36951,74232,1
36952,74233,1
36953,74234,0
36954,74235,1
36955,74236,1
36956,74237,1
36957,74238,1
36958,74239,0
36959,74240,0
36960,74241,1
36961,74242,1
36962,74245,0
36963,74248,1
36964,74251,1
36965,74252,0
36966,74256,1
36967,74258,0
36968,74259,1
36969,74260,1
36970,74261,1
36971,74262,0
36972,74267,1
36973,74268,1
36974,74269,1
36975,74271,0
36976,74272,1
36977,74274,0
36978,74279,1
36979,74281,1
36980,74283,0
36981,74284,0
36982,74286,0
36983,74288,1
36984,74289,0
36985,74291,0
36986,74292,1
36987,74293,1
36988,74296,0
36989,74297,0
36990,74299,1
36991,74300,1
36992,74303,1
36993,74304,1
36994,74305,1
36995,74306,0
36996,74310,0
36997,74313,1
36998,74317,1
36999,74320,0
37000,74322,0
37001,74323,1
37002,74327,1
37003,74329,0
37004,74330,0
37005,74331,0
37006,74332,0
37007,74333,1
37008,74336,1
37009,74338,0
37010,74339,0
37011,74340,0
37012,74342,0
37013,74346,1
37014,74347,0
37015,74348,1
37016,74353,0
37017,74355,1
37018,74357,0
37019,74358,1
37020,74359,1
37021,74360,0
37022,74363,0
37023,74365,1
37024,74367,1
37025,74368,1
37026,74371,1
37027,74372,1
37028,74374,1
37029,74377,0
37030,74378,1
37031,74379,1
37032,74382,0
37033,74384,0
37034,74385,0
37035,74389,0
37036,74390,1
37037,74392,1
37038,74394,1
37039,74396,1
37040,74397,1
37041,74398,0
37042,74399,0
37043,74400,1
37044,74401,1
37045,74402,1
37046,74403,0
37047,74406,1
37048,74407,1
37049,74410,1
37050,74411,0
37051,74413,0
37052,74415,0
37053,74416,0
37054,74418,0
37055,74420,1
37056,74421,1
37057,74422,0
37058,74423,1
37059,74426,0
37060,74427,0
37061,74430,1
37062,74431,1
37063,74433,1
37064,74435,1
37065,74436,0
37066,74437,1
37067,74440,1
37068,74442,0
37069,74443,0
37070,74444,0
37071,74445,0
37072,74447,0
37073,74448,1
37074,74449,0
37075,74451,1
37076,74453,0
37077,74454,0
37078,74455,1
37079,74457,0
37080,74459,0
37081,74460,1
37082,74461,0
37083,74463,0
37084,74466,0
37085,74467,0
37086,74471,0
37087,74472,0
37088,74473,0
37089,74475,0
37090,74480,1
37091,74482,0
37092,74483,0
37093,74486,0
37094,74488,0
37095,74490,1
37096,74491,1
37097,74492,0
37098,74493,1
37099,74495,0
37100,74500,0
37101,74501,1
37102,74504,1
37103,74505,0
37104,74506,0
37105,74507,1
37106,74511,0
37107,74514,0
37108,74518,0
37109,74519,1
37110,74521,0
37111,74523,1
37112,74524,1
37113,74527,0
37114,74531,1
37115,74533,1
37116,74539,0
37117,74540,0
37118,74541,1
37119,74543,0
37120,74544,1
37121,74546,1
37122,74548,0
37123,74550,1
37124,74552,0
37125,74554,0
37126,74556,1
37127,74562,1
37128,74564,0
37129,74565,0
37130,74568,1
37131,74569,0
37132,74570,1
37133,74571,0
37134,74572,1
37135,74573,1
37136,74574,1
37137,74575,1
37138,74577,1
37139,74578,1
37140,74579,0
37141,74580,1
37142,74581,1
37143,74583,1
37144,74585,0
37145,74586,0
37146,74588,1
37147,74589,0
37148,74594,1
37149,74596,1
37150,74597,1
37151,74598,1
37152,74599,0
37153,74601,0
37154,74606,1
37155,74607,0
37156,74609,1
37157,74611,1
37158,74613,0
37159,74614,1
37160,74617,0
37161,74619,0
37162,74621,0
37163,74622,0
37164,74625,0
37165,74626,1
37166,74628,1
37167,74630,1
37168,74634,0
37169,74635,0
37170,74637,0
37171,74639,1
37172,74640,0
37173,74645,1
37174,74646,1
37175,74647,0
37176,74650,1
37177,74652,1
37178,74653,1
37179,74654,1
37180,74656,1
37181,74657,0
37182,74658,1
37183,74659,1
37184,74662,0
37185,74663,0
37186,74665,1
37187,74666,1
37188,74669,1
37189,74670,1
37190,74671,0
37191,74673,1
37192,74675,0
37193,74676,0
37194,74678,0
37195,74682,0
37196,74683,0
37197,74685,0
37198,74686,0
37199,74688,1
37200,74690,0
37201,74692,1
37202,74695,1
37203,74696,0
37204,74697,1
37205,74699,0
37206,74701,1
37207,74702,0
37208,74703,1
37209,74704,0
37210,74708,1
37211,74713,1
37212,74714,1
37213,74715,1
37214,74716,0
37215,74717,1
37216,74721,0
37217,74723,0
37218,74726,1
37219,74728,0
37220,74729,0
37221,74730,0
37222,74734,0
37223,74735,0
37224,74736,1
37225,74739,1
37226,74741,1
37227,74743,0
37228,74744,1
37229,74751,1
37230,74754,1
37231,74755,0
37232,74756,1
37233,74759,1
37234,74760,0
37235,74766,1
37236,74767,1
37237,74768,1
37238,74771,1
37239,74772,0
37240,74773,1
37241,74775,0
37242,74778,1
37243,74780,1
37244,74786,0
37245,74787,1
37246,74788,1
37247,74793,1
37248,74794,0
37249,74795,1
37250,74796,1
37251,74797,0
37252,74800,1
37253,74801,0
37254,74806,0
37255,74808,1
37256,74811,1
37257,74812,1
37258,74813,0
37259,74814,1
37260,74816,1
37261,74817,0
37262,74819,1
37263,74820,0
37264,74821,1
37265,74822,1
37266,74823,0
37267,74825,0
37268,74827,1
37269,74836,0
37270,74838,0
37271,74839,0
37272,74841,0
37273,74843,0
37274,74846,0
37275,74847,0
37276,74850,0
37277,74852,0
37278,74854,0
37279,74855,0
37280,74856,1
37281,74857,1
37282,74858,1
37283,74861,0
37284,74862,1
37285,74865,1
37286,74868,1
37287,74869,1
37288,74871,0
37289,74873,1
37290,74874,0
37291,74875,0
37292,74876,1
37293,74877,1
37294,74878,1
37295,74880,0
37296,74881,1
37297,74887,1
37298,74888,0
37299,74891,1
37300,74893,0
37301,74894,0
37302,74905,0
37303,74907,1
37304,74910,1
37305,74912,0
37306,74913,1
37307,74915,0
37308,74918,1
37309,74920,1
37310,74923,1
37311,74924,0
37312,74925,0
37313,74929,1
37314,74930,1
37315,74931,1
37316,74932,1
37317,74935,1
37318,74937,1
37319,74938,0
37320,74940,0
37321,74945,1
37322,74947,1
37323,74948,0
37324,74950,1
37325,74952,0
37326,74955,1
37327,74956,0
37328,74959,0
37329,74963,1
37330,74964,0
37331,74965,0
37332,74966,1
37333,74969,1
37334,74971,0
37335,74973,0
37336,74974,1
37337,74976,0
37338,74977,1
37339,74980,1
37340,74982,1
37341,74983,1
37342,74984,1
37343,74986,1
37344,74988,0
37345,74989,0
37346,74990,0
37347,74992,1
37348,74993,1
37349,74994,1
37350,74997,0
37351,74998,0
37352,75000,0
37353,75004,0
37354,75005,0
37355,75006,1
37356,75008,0
37357,75009,0
37358,75011,0
37359,75012,0
37360,75014,0
37361,75015,1
37362,75017,1
37363,75019,0
37364,75023,0
37365,75025,1
37366,75026,1
37367,75032,0
37368,75036,0
37369,75037,0
37370,75039,1
37371,75041,0
37372,75044,1
37373,75045,1
37374,75048,0
37375,75049,0
37376,75054,0
37377,75057,1
37378,75058,1
37379,75059,0
37380,75061,0
37381,75064,1
37382,75065,0
37383,75069,0
37384,75073,1
37385,75074,1
37386,75076,0
37387,75079,1
37388,75080,1
37389,75082,0
37390,75083,0
37391,75084,1
37392,75088,0
37393,75090,0
37394,75092,1
37395,75093,0
37396,75094,0
37397,75095,1
37398,75096,0
37399,75097,0
37400,75098,1
37401,75099,0
37402,75101,1
37403,75105,0
37404,75109,1
37405,75113,0
37406,75114,0
37407,75115,1
37408,75119,0
37409,75120,0
37410,75121,1
37411,75123,1
37412,75124,1
37413,75131,1
37414,75132,1
37415,75133,1
37416,75134,1
37417,75138,1
37418,75140,1
37419,75141,0
37420,75144,0
37421,75147,0
37422,75149,0
37423,75150,0
37424,75151,1
37425,75154,1
37426,75155,0
37427,75156,0
37428,75157,0
37429,75160,0
37430,75161,1
37431,75162,0
37432,75163,0
37433,75170,1
37434,75171,1
37435,75172,0
37436,75179,1
37437,75182,0
37438,75183,1
37439,75190,0
37440,75191,1
37441,75192,0
37442,75193,1
37443,75195,1
37444,75198,0
37445,75199,0
37446,75202,1
37447,75203,1
37448,75205,0
37449,75206,0
37450,75207,1
37451,75208,1
37452,75212,1
37453,75214,0
37454,75216,1
37455,75219,1
37456,75221,0
37457,75222,0
37458,75224,0
37459,75227,1
37460,75230,0
37461,75232,1
37462,75233,1
37463,75234,1
37464,75237,1
37465,75240,1
37466,75242,1
37467,75243,0
37468,75244,0
37469,75246,0
37470,75247,0
37471,75249,1
37472,75250,0
37473,75251,1
37474,75252,1
37475,75254,0
37476,75258,1
37477,75262,1
37478,75263,0
37479,75265,1
37480,75267,0
37481,75268,0
37482,75273,0
37483,75274,1
37484,75275,1
37485,75276,1
37486,75277,1
37487,75278,1
37488,75279,1
37489,75280,1
37490,75281,1
37491,75282,1
37492,75284,0
37493,75286,0
37494,75287,0
37495,75288,0
37496,75291,1
37497,75292,1
37498,75293,1
37499,75295,1
37500,75297,0
37501,75302,0
37502,75303,1
37503,75304,0
37504,75305,0
37505,75308,0
37506,75309,0
37507,75311,1
37508,75312,0
37509,75313,0
37510,75316,0
37511,75322,1
37512,75327,1
37513,75332,0
37514,75334,1
37515,75335,1
37516,75338,1
37517,75340,0
37518,75343,0
37519,75344,1
37520,75345,0
37521,75346,0
37522,75347,0
37523,75349,1
37524,75350,0
37525,75352,0
37526,75357,1
37527,75358,1
37528,75359,0
37529,75360,1
37530,75361,0
37531,75363,1
37532,75364,1
37533,75366,1
37534,75367,0
37535,75369,0
37536,75370,0
37537,75371,1
37538,75372,1
37539,75375,0
37540,75376,1
37541,75377,1
37542,75378,1
37543,75379,1
37544,75380,1
37545,75381,1
37546,75385,0
37547,75387,0
37548,75388,0
37549,75389,1
37550,75390,1
37551,75391,1
37552,75397,1
37553,75398,0
37554,75402,0
37555,75403,0
37556,75406,1
37557,75410,1
37558,75414,1
37559,75416,0
37560,75417,0
37561,75418,0
37562,75419,1
37563,75420,1
37564,75421,0
37565,75422,1
37566,75423,1
37567,75424,1
37568,75429,1
37569,75431,0
37570,75433,0
37571,75435,0
37572,75441,1
37573,75442,1
37574,75447,1
37575,75448,0
37576,75449,0
37577,75452,1
37578,75453,0
37579,75457,0
37580,75458,1
37581,75460,1
37582,75462,0
37583,75463,0
37584,75464,1
37585,75470,0
37586,75471,1
37587,75473,0
37588,75474,1
37589,75475,0
37590,75476,1
37591,75480,0
37592,75481,0
37593,75482,1
37594,75487,0
37595,75488,1
37596,75489,1
37597,75491,0
37598,75495,0
37599,75496,1
37600,75497,1
37601,75499,0
37602,75500,1
37603,75502,0
37604,75503,0
37605,75504,0
37606,75508,0
37607,75510,0
37608,75511,0
37609,75512,1
37610,75513,1
37611,75514,1
37612,75517,1
37613,75518,1
37614,75519,1
37615,75523,0
37616,75524,0
37617,75528,1
37618,75529,1
37619,75530,1
37620,75532,0
37621,75534,1
37622,75535,0
37623,75539,1
37624,75540,0
37625,75543,1
37626,75545,0
37627,75546,0
37628,75548,0
37629,75552,1
37630,75554,1
37631,75555,0
37632,75556,0
37633,75559,0
37634,75560,1
37635,75565,0
37636,75566,0
37637,75567,1
37638,75568,1
37639,75569,0
37640,75570,0
37641,75578,0
37642,75581,0
37643,75582,0
37644,75585,1
37645,75589,0
37646,75593,1
37647,75596,1
37648,75597,0
37649,75601,1
37650,75602,1
37651,75604,0
37652,75605,0
37653,75606,1
37654,75607,1
37655,75608,0
37656,75609,1
37657,75610,0
37658,75611,0
37659,75614,0
37660,75615,0
37661,75619,1
37662,75620,1
37663,75623,0
37664,75624,0
37665,75630,0
37666,75633,1
37667,75635,1
37668,75636,1
37669,75637,1
37670,75638,0
37671,75639,1
37672,75640,0
37673,75641,1
37674,75644,1
37675,75647,1
37676,75648,0
37677,75649,0
37678,75652,0
37679,75653,1
37680,75654,0
37681,75656,1
37682,75659,1
37683,75660,1
37684,75661,1
37685,75662,0
37686,75663,0
37687,75665,1
37688,75667,0
37689,75671,0
37690,75672,1
37691,75674,1
37692,75676,0
37693,75677,0
37694,75680,1
37695,75682,0
37696,75684,1
37697,75685,1
37698,75687,0
37699,75688,1
37700,75689,1
37701,75690,0
37702,75691,0
37703,75693,1
37704,75705,1
37705,75706,0
37706,75708,1
37707,75710,1
37708,75711,1
37709,75714,1
37710,75716,1
37711,75718,0
37712,75720,0
37713,75721,0
37714,75724,1
37715,75726,1
37716,75728,0
37717,75731,0
37718,75733,1
37719,75738,0
37720,75739,0
37721,75740,1
37722,75741,0
37723,75744,1
37724,75749,1
37725,75750,1
37726,75753,0
37727,75756,1
37728,75758,1
37729,75759,0
37730,75760,1
37731,75761,0
37732,75765,0
37733,75766,0
37734,75769,0
37735,75770,1
37736,75771,0
37737,75772,0
37738,75773,0
37739,75774,1
37740,75776,0
37741,75778,1
37742,75786,1
37743,75787,0
37744,75789,0
37745,75790,0
37746,75791,1
37747,75792,0
37748,75793,0
37749,75794,1
37750,75795,0
37751,75798,0
37752,75799,1
37753,75800,0
37754,75802,1
37755,75804,1
37756,75806,0
37757,75808,0
37758,75812,1
37759,75813,0
37760,75815,1
37761,75817,0
37762,75820,0
37763,75823,1
37764,75824,0
37765,75826,0
37766,75830,1
37767,75833,0
37768,75835,1
37769,75838,0
37770,75841,1
37771,75843,1
37772,75846,1
37773,75847,0
37774,75848,1
37775,75849,0
37776,75850,0
37777,75851,1
37778,75853,1
37779,75854,1
37780,75855,0
37781,75857,1
37782,75861,1
37783,75867,0
37784,75869,0
37785,75870,0
37786,75871,1
37787,75874,0
37788,75875,1
37789,75878,0
37790,75879,1
37791,75880,0
37792,75881,0
37793,75884,1
37794,75886,1
37795,75887,1
37796,75888,1
37797,75890,1
37798,75891,0
37799,75894,0
37800,75897,1
37801,75898,0
37802,75899,0
37803,75902,0
37804,75903,1
37805,75906,0
37806,75908,1
37807,75912,1
37808,75913,1
37809,75917,0
37810,75918,1
37811,75919,1
37812,75920,1
37813,75922,1
37814,75923,0
37815,75924,0
37816,75926,1
37817,75927,1
37818,75928,0
37819,75929,0
37820,75931,1
37821,75933,1
37822,75941,0
37823,75943,1
37824,75944,0
37825,75947,1
37826,75949,1
37827,75954,0
37828,75957,0
37829,75958,0
37830,75959,0
37831,75961,1
37832,75962,1
37833,75964,0
37834,75965,1
37835,75966,0
37836,75967,0
37837,75968,1
37838,75969,0
37839,75970,1
37840,75973,1
37841,75974,0
37842,75976,1
37843,75977,1
37844,75978,1
37845,75980,0
37846,75981,1
37847,75983,0
37848,75984,0
37849,75986,0
37850,75987,0
37851,75989,1
37852,75990,0
37853,75991,1
37854,75993,1
37855,75994,1
37856,75995,0
37857,75996,0
37858,75997,0
37859,75999,0
37860,76000,0
37861,76002,0
37862,76005,1
37863,76006,0
37864,76008,1
37865,76009,1
37866,76012,1
37867,76013,0
37868,76016,1
37869,76017,0
37870,76019,1
37871,76020,1
37872,76021,0
37873,76023,1
37874,76024,0
37875,76030,0
37876,76032,0
37877,76033,1
37878,76036,1
37879,76042,1
37880,76043,1
37881,76044,1
37882,76045,0
37883,76046,1
37884,76048,0
37885,76050,0
37886,76053,1
37887,76054,1
37888,76055,0
37889,76056,0
37890,76057,0
37891,76059,1
37892,76060,0
37893,76061,1
37894,76065,1
37895,76069,0
37896,76070,0
37897,76072,1
37898,76078,0
37899,76081,0
37900,76083,0
37901,76084,1
37902,76085,0
37903,76089,1
37904,76090,1
37905,76092,0
37906,76095,0
37907,76100,1
37908,76105,1
37909,76108,0
37910,76109,1
37911,76110,0
37912,76112,1
37913,76115,0
37914,76118,0
37915,76119,0
37916,76120,0
37917,76121,1
37918,76125,0
37919,76126,0
37920,76128,1
37921,76129,0
37922,76130,0
37923,76134,1
37924,76135,1
37925,76136,1
37926,76138,0
37927,76142,1
37928,76143,1
37929,76146,0
37930,76147,1
37931,76148,0
37932,76150,1
37933,76153,0
37934,76154,1
37935,76155,0
37936,76157,0
37937,76165,0
37938,76169,0
37939,76170,1
37940,76171,1
37941,76173,0
37942,76174,0
37943,76178,1
37944,76180,1
37945,76181,1
37946,76182,1
37947,76183,1
37948,76184,0
37949,76186,1
37950,76187,1
37951,76188,0
37952,76192,1
37953,76194,0
37954,76196,1
37955,76198,1
37956,76200,0
37957,76201,1
37958,76202,0
37959,76213,0
37960,76214,0
37961,76216,1
37962,76217,1
37963,76221,1
37964,76222,1
37965,76226,0
37966,76231,0
37967,76232,1
37968,76233,0
37969,76236,0
37970,76239,1
37971,76241,0
37972,76244,0
37973,76246,0
37974,76249,0
37975,76252,1
37976,76255,1
37977,76260,1
37978,76265,0
37979,76266,1
37980,76270,0
37981,76271,0
37982,76277,1
37983,76278,0
37984,76279,1
37985,76282,1
37986,76284,1
37987,76285,1
37988,76288,0
37989,76289,0
37990,76290,1
37991,76292,0
37992,76293,0
37993,76294,0
37994,76297,1
37995,76301,1
37996,76302,1
37997,76303,1
37998,76304,0
37999,76306,1
38000,76307,1
38001,76308,0
38002,76310,0
38003,76311,0
38004,76312,0
38005,76317,1
38006,76318,1
38007,76320,1
38008,76321,0
38009,76322,1
38010,76323,1
38011,76324,0
38012,76325,0
38013,76329,0
38014,76330,0
38015,76331,1
38016,76333,0
38017,76334,0
38018,76335,1
38019,76337,1
38020,76338,1
38021,76339,0
38022,76340,0
38023,76341,0
38024,76342,0
38025,76343,0
38026,76345,1
38027,76346,1
38028,76349,1
38029,76350,1
38030,76359,0
